,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,33,2,1,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,27,4,3,0.0,0,0,0,0,0,"[5, 0]"
1,1,46,2,2,rel2,5,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,25,27,5,3,0.0,0,0,0,0,0,"[5, 0]"
2,2,45,2,1,rel2,5,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,21,30,2,4,-2.0,0,0,0,0,0,"[5, 0]"
3,3,11,2,1,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,27,21,3,2,-2.0,0,0,0,0,0,"[5, 0]"
4,4,9,2,1,rel2,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,25,2,5,2.0,0,0,0,0,0,"[5, 0]"
5,5,56,2,2,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,27,4,3,0.0,0,0,0,0,0,"[5, 0]"
6,6,16,2,2,rel2,5,2,rel,irr,mid3,irr,1,4,-25,0,15,0,-25,0,23,27,6,3,-24.0,15,-25,0,1,0,"[5, 0]"
7,7,24,2,2,rel2,5,2,irr,rel,irr,low4,3,2,0,5,0,-15,0,5,30,26,4,1,2.0,-15,5,0,1,0,"[5, 0]"
8,8,30,2,2,rel2,5,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,30,21,4,2,0.0,0,0,0,0,0,"[5, 0]"
9,9,57,2,1,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,27,21,3,2,2.0,0,0,0,0,0,"[5, 0]"
10,10,47,2,1,rel2,5,2,irr,rel,irr,mid3,6,1,0,15,0,15,0,-25,21,23,2,6,14.0,15,-25,0,1,0,"[5, 0]"
11,11,37,2,1,rel2,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,25,21,5,2,3.0,0,0,0,0,0,"[5, 0]"
12,12,7,2,1,rel2,5,2,irr,rel,irr,low4,3,2,0,-15,0,-15,0,5,30,26,4,1,-17.0,-15,5,0,1,0,"[5, 0]"
13,13,43,2,1,rel2,5,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,21,30,2,4,-3.0,0,0,0,0,0,"[5, 0]"
14,14,14,2,2,rel2,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,25,2,5,1.0,0,0,0,0,0,"[5, 0]"
15,15,1,2,1,rel2,5,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,27,2,3,1.0,0,0,0,0,0,"[5, 0]"
16,16,34,2,2,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,27,4,3,-2.0,0,0,0,0,0,"[5, 0]"
17,17,6,2,2,rel2,5,2,irr,rel,irr,mid3,4,1,0,-25,0,15,0,-25,27,23,3,6,-23.0,15,-25,0,1,0,"[5, 0]"
18,18,51,2,1,rel2,5,2,irr,rel,irr,low4,6,2,0,-15,0,-15,0,5,21,26,2,1,-19.0,-15,5,0,1,0,"[5, 0]"
19,19,25,2,1,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,27,30,3,4,0.0,0,0,0,0,0,"[5, 0]"
20,20,35,2,1,rel2,5,2,rel,irr,low4,irr,2,6,-15,0,-15,0,5,0,26,21,1,2,-12.0,-15,5,0,1,0,"[5, 0]"
21,21,36,2,2,rel2,5,2,irr,rel,irr,low4,4,2,0,5,0,-15,0,5,27,26,3,1,4.0,-15,5,0,1,0,"[5, 0]"
22,22,3,2,1,rel2,5,2,rel,irr,low4,irr,2,6,-15,0,-15,0,5,0,26,21,1,2,-16.0,-15,5,1,1,1,"[5, 0]"
23,23,59,2,1,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,27,4,3,0.0,0,0,0,0,0,"[5, 0]"
24,24,48,2,2,rel2,5,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,27,25,3,5,2.0,0,0,0,0,0,"[5, 0]"
25,25,49,2,1,rel2,5,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,25,27,5,3,1.0,0,0,0,0,0,"[5, 0]"
26,26,53,2,1,rel2,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,25,2,5,-1.0,0,0,1,0,0,"[5, 0]"
27,27,38,2,2,rel2,5,2,irr,rel,irr,mid3,3,1,0,-25,0,15,0,-25,30,23,4,6,-23.0,15,-25,0,1,0,"[5, 0]"
28,28,39,2,1,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,27,30,3,4,1.0,0,0,0,0,0,"[5, 0]"
29,29,44,2,2,rel2,5,2,rel,irr,low4,irr,2,3,5,0,-15,0,5,0,26,30,1,4,7.0,-15,5,0,1,0,"[5, 0]"
30,30,54,2,2,rel2,5,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,30,21,4,2,-3.0,0,0,1,0,0,"[5, 0]"
31,31,60,2,2,rel2,5,2,rel,irr,low4,irr,2,6,5,0,-15,0,5,0,26,21,1,2,9.0,-15,5,0,1,1,"[5, 0]"
32,32,26,2,2,rel2,5,2,irr,rel,irr,low4,5,2,0,5,0,-15,0,5,25,26,5,1,6.0,-15,5,1,1,0,"[5, 0]"
33,33,10,2,2,rel2,5,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,25,30,5,4,-2.0,0,0,1,0,0,"[5, 0]"
34,34,21,2,1,rel2,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,25,2,5,0.0,0,0,1,0,0,"[5, 0]"
35,35,52,2,2,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,27,30,3,4,1.0,0,0,1,0,0,"[5, 0]"
36,36,32,2,2,rel2,5,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,25,30,5,4,3.0,0,0,1,0,0,"[5, 0]"
37,37,13,2,1,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,27,4,3,-1.0,0,0,1,0,0,"[5, 0]"
38,38,41,2,1,rel2,5,2,rel,irr,mid3,irr,1,6,15,0,15,0,-25,0,23,21,6,2,14.0,15,-25,0,1,0,"[5, 0]"
39,39,2,2,2,rel2,5,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,27,2,3,2.0,0,0,1,0,0,"[5, 0]"
40,40,19,2,1,rel2,5,2,irr,rel,irr,low4,4,2,0,-15,0,-15,0,5,27,26,3,1,-16.0,-15,5,1,1,0,"[5, 0]"
41,41,20,2,2,rel2,5,2,rel,irr,low4,irr,2,4,5,0,-15,0,5,0,26,27,1,3,6.0,-15,5,1,1,1,"[5, 0]"
42,42,5,2,1,rel2,5,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,27,2,3,-2.0,0,0,1,0,0,"[5, 0]"
43,43,40,2,2,rel2,5,2,rel,irr,mid3,irr,1,5,-25,0,15,0,-25,0,23,25,6,5,-23.0,15,-25,1,1,0,"[5, 0]"
44,44,4,2,2,rel2,5,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,27,25,3,5,4.0,0,0,1,0,0,"[5, 0]"
45,45,31,2,1,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,27,4,3,3.0,0,0,1,0,0,"[5, 0]"
46,46,27,2,1,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,27,21,3,2,1.0,0,0,1,0,0,"[5, 0]"
47,47,12,2,2,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,27,4,3,-3.0,0,0,0,0,0,"[5, 0]"
48,48,17,2,1,rel2,5,2,irr,rel,irr,low4,5,2,0,-15,0,-15,0,5,25,26,5,1,-13.0,-15,5,1,1,1,"[5, 0]"
49,49,15,2,1,rel2,5,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,25,30,5,4,0.0,0,0,1,0,0,"[5, 0]"
50,50,23,2,1,rel2,5,2,irr,rel,irr,mid3,3,1,0,15,0,15,0,-25,30,23,4,6,13.0,15,-25,0,1,1,"[5, 0]"
51,51,8,2,2,rel2,5,2,irr,rel,irr,low4,3,2,0,5,0,-15,0,5,30,26,4,1,7.0,-15,5,1,1,1,"[5, 0]"
52,52,28,2,2,rel2,5,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,27,2,3,-3.0,0,0,0,0,0,"[5, 0]"
53,53,58,2,2,rel2,5,2,irr,rel,irr,low4,6,2,0,5,0,-15,0,5,21,26,2,1,10.0,-15,5,1,1,1,"[5, 0]"
54,54,42,2,2,rel2,5,2,irr,rel,irr,low4,4,2,0,5,0,-15,0,5,27,26,3,1,3.0,-15,5,0,1,0,"[5, 0]"
55,55,29,2,1,rel2,5,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,30,21,4,2,-2.0,0,0,0,0,0,"[5, 0]"
56,56,55,2,1,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,27,21,3,2,-2.0,0,0,0,0,0,"[5, 0]"
57,57,22,2,2,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,27,21,3,2,0.0,0,0,1,0,0,"[5, 0]"
58,58,50,2,2,rel2,5,2,rel,irr,low4,irr,2,5,5,0,-15,0,5,0,26,25,1,5,2.0,-15,5,1,1,0,"[5, 0]"
59,59,18,2,2,rel2,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,25,21,5,2,-1.0,0,0,1,0,0,"[5, 0]"
