,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,30,3,2,rel3,1,2,irr,rel,irr,high1,4,1,0,-20,0,40,0,-20,38,40,6,2,-18.0,40,-20,0,1,0,"[0, 1, 3]"
1,1,14,3,2,rel3,1,2,rel,irr,low2,irr,3,5,15,0,-5,0,15,0,31,37,1,3,15.0,-5,15,0,1,0,"[0, 1, 3]"
2,2,9,3,1,rel3,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,37,33,3,5,0.0,0,0,0,0,0,"[0, 1, 3]"
3,3,47,3,1,rel3,1,2,irr,rel,irr,low2,4,3,0,-5,0,-5,0,15,38,31,6,1,-2.0,-5,15,0,1,0,"[0, 1, 3]"
4,4,39,3,1,rel3,1,2,rel,irr,high1,irr,1,5,40,0,40,0,-20,0,40,37,2,3,40.0,40,-20,0,1,0,"[0, 1, 3]"
5,5,2,3,2,rel3,1,2,irr,rel,irr,low2,4,3,0,15,0,-5,0,15,38,31,6,1,12.0,-5,15,0,1,0,"[0, 1, 3]"
6,6,12,3,2,rel3,1,2,rel,irr,low1,irr,2,6,-15,0,5,0,-15,0,35,33,4,5,-14.0,5,-15,0,1,0,"[0, 1, 3]"
7,7,57,3,1,rel3,1,2,rel,irr,high1,irr,1,6,40,0,40,0,-20,0,40,33,2,5,40.0,40,-20,0,1,0,"[0, 1, 3]"
8,8,20,3,2,rel3,1,2,irr,rel,irr,low2,5,3,0,15,0,-5,0,15,37,31,3,1,17.0,-5,15,0,1,0,"[0, 1, 3]"
9,9,17,3,1,rel3,1,2,rel,irr,low2,irr,3,5,-5,0,-5,0,15,0,31,37,1,3,-3.0,-5,15,0,1,0,"[0, 1, 3]"
10,10,3,3,1,rel3,1,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,38,33,6,5,-2.0,0,0,0,0,0,"[0, 1, 3]"
11,11,60,3,2,rel3,1,2,rel,rel,high1,low1,1,2,-20,-15,40,5,-20,-15,40,35,2,4,-36.0,45,-35,0,1,0,"[0, 1, 3]"
12,12,23,3,1,rel3,1,2,rel,rel,high1,low2,1,3,40,-5,40,-5,-20,15,40,31,2,1,31.0,35,-5,0,1,0,"[0, 1, 3]"
13,13,36,3,2,rel3,1,2,rel,irr,high1,irr,1,4,-20,0,40,0,-20,0,40,38,2,6,-19.0,40,-20,0,1,0,"[0, 1, 3]"
14,14,49,3,1,rel3,1,2,rel,irr,low2,irr,3,6,-5,0,-5,0,15,0,31,33,1,5,-4.0,-5,15,0,1,0,"[0, 1, 3]"
15,15,53,3,1,rel3,1,2,irr,rel,irr,low1,5,2,0,5,0,5,0,-15,37,35,3,4,4.0,5,-15,0,1,0,"[0, 1, 3]"
16,16,16,3,2,rel3,1,2,rel,irr,low2,irr,3,5,15,0,-5,0,15,0,31,37,1,3,17.0,-5,15,0,1,0,"[0, 1, 3]"
17,17,41,3,1,rel3,1,2,rel,irr,high1,irr,1,6,40,0,40,0,-20,0,40,33,2,5,41.0,40,-20,0,1,0,"[0, 1, 3]"
18,18,56,3,2,rel3,1,2,rel,irr,high1,irr,1,5,-20,0,40,0,-20,0,40,37,2,3,-19.0,40,-20,0,1,0,"[0, 1, 3]"
19,19,32,3,2,rel3,1,2,rel,rel,low2,high1,3,1,15,-20,-5,40,15,-20,31,40,1,2,-5.0,35,-5,1,1,0,"[0, 1, 3]"
20,20,6,3,2,rel3,1,2,rel,irr,low2,irr,3,5,15,0,-5,0,15,0,31,37,1,3,13.0,-5,15,0,1,1,"[0, 1, 3]"
21,21,50,3,2,rel3,1,2,irr,rel,irr,low2,6,3,0,15,0,-5,0,15,33,31,5,1,15.0,-5,15,0,1,0,"[0, 1, 3]"
22,22,33,3,1,rel3,1,2,rel,rel,low1,low2,2,3,5,-5,5,-5,-15,15,35,31,4,1,2.0,0,0,0,1,1,"[0, 1, 3]"
23,23,8,3,2,rel3,1,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,33,37,5,3,0.0,0,0,0,0,0,"[0, 1, 3]"
24,24,44,3,2,rel3,1,2,rel,rel,high1,low1,1,2,-20,-15,40,5,-20,-15,40,35,2,4,-31.0,45,-35,0,1,0,"[0, 1, 3]"
25,25,46,3,2,rel3,1,2,rel,irr,low2,irr,3,6,15,0,-5,0,15,0,31,33,1,5,13.0,-5,15,0,1,1,"[0, 1, 3]"
26,26,43,3,1,rel3,1,2,rel,irr,high1,irr,1,4,40,0,40,0,-20,0,40,38,2,6,42.0,40,-20,0,1,0,"[0, 1, 3]"
27,27,4,3,2,rel3,1,2,irr,rel,irr,high1,6,1,0,-20,0,40,0,-20,33,40,5,2,-20.0,40,-20,0,1,0,"[0, 1, 3]"
28,28,42,3,2,rel3,1,2,irr,rel,irr,high1,5,1,0,-20,0,40,0,-20,37,40,3,2,-18.0,40,-20,0,1,0,"[0, 1, 3]"
29,29,19,3,1,rel3,1,2,rel,rel,low2,low1,3,2,-5,5,-5,5,15,-15,31,35,1,4,-1.0,0,0,0,1,0,"[0, 1, 3]"
30,30,5,3,1,rel3,1,2,rel,rel,low2,high1,3,1,-5,40,-5,40,15,-20,31,40,1,2,35.0,35,-5,0,1,1,"[0, 1, 3]"
31,31,59,3,1,rel3,1,2,irr,rel,irr,low1,4,2,0,5,0,5,0,-15,38,35,6,4,4.0,5,-15,0,1,0,"[0, 1, 3]"
32,32,18,3,2,rel3,1,2,rel,irr,low1,irr,2,6,-15,0,5,0,-15,0,35,33,4,5,-13.0,5,-15,0,1,0,"[0, 1, 3]"
33,33,15,3,1,rel3,1,2,rel,irr,low1,irr,2,5,5,0,5,0,-15,0,35,37,4,3,5.0,5,-15,0,1,1,"[0, 1, 3]"
34,34,24,3,2,rel3,1,2,rel,rel,low1,high1,2,1,-15,-20,5,40,-15,-20,35,40,4,2,-35.0,45,-35,0,1,1,"[0, 1, 3]"
35,35,28,3,2,rel3,1,2,rel,rel,high1,low2,1,3,-20,15,40,-5,-20,15,40,31,2,1,-2.0,35,-5,0,1,1,"[0, 1, 3]"
36,36,25,3,1,rel3,1,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,33,38,5,6,1.0,0,0,1,0,0,"[0, 1, 3]"
37,37,51,3,1,rel3,1,2,rel,rel,high1,low1,1,2,40,5,40,5,-20,-15,40,35,2,4,44.0,45,-35,1,1,1,"[0, 1, 3]"
38,38,22,3,2,rel3,1,2,rel,rel,high1,low2,1,3,-20,15,40,-5,-20,15,40,31,2,1,-4.0,35,-5,0,1,1,"[0, 1, 3]"
39,39,29,3,1,rel3,1,2,rel,irr,low1,irr,2,4,5,0,5,0,-15,0,35,38,4,6,4.0,5,-15,1,1,1,"[0, 1, 3]"
40,40,48,3,2,rel3,1,2,rel,rel,low2,low1,3,2,15,-15,-5,5,15,-15,31,35,1,4,-2.0,0,0,1,1,0,"[0, 1, 3]"
41,41,37,3,1,rel3,1,2,rel,rel,low1,low2,2,3,5,-5,5,-5,-15,15,35,31,4,1,0.0,0,0,1,1,1,"[0, 1, 3]"
42,42,1,3,1,rel3,1,2,rel,rel,high1,low1,1,2,40,5,40,5,-20,-15,40,35,2,4,50.0,45,-35,0,1,0,"[0, 1, 3]"
43,43,55,3,1,rel3,1,2,rel,irr,high1,irr,1,4,40,0,40,0,-20,0,40,38,2,6,41.0,40,-20,1,1,1,"[0, 1, 3]"
44,44,26,3,2,rel3,1,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,37,38,3,6,-1.0,0,0,1,0,0,"[0, 1, 3]"
45,45,35,3,1,rel3,1,2,rel,rel,low1,high1,2,1,5,40,5,40,-15,-20,35,40,4,2,45.0,45,-35,0,1,1,"[0, 1, 3]"
46,46,52,3,2,rel3,1,2,rel,irr,low1,irr,2,5,-15,0,5,0,-15,0,35,37,4,3,-15.0,5,-15,0,1,0,"[0, 1, 3]"
47,47,13,3,1,rel3,1,2,irr,rel,irr,high1,6,1,0,40,0,40,0,-20,33,40,5,2,40.0,40,-20,1,1,1,"[0, 1, 3]"
48,48,31,3,1,rel3,1,2,rel,rel,low2,high1,3,1,-5,40,-5,40,15,-20,31,40,1,2,37.0,35,-5,0,1,0,"[0, 1, 3]"
49,49,34,3,2,rel3,1,2,irr,rel,irr,high1,5,1,0,-20,0,40,0,-20,37,40,3,2,-18.0,40,-20,0,1,0,"[0, 1, 3]"
50,50,40,3,2,rel3,1,2,irr,rel,irr,low1,5,2,0,-15,0,5,0,-15,37,35,3,4,-15.0,5,-15,1,1,1,"[0, 1, 3]"
51,51,10,3,2,rel3,1,2,rel,rel,high1,low2,1,3,-20,15,40,-5,-20,15,40,31,2,1,-7.0,35,-5,1,1,1,"[0, 1, 3]"
52,52,11,3,1,rel3,1,2,irr,rel,irr,low2,6,3,0,-5,0,-5,0,15,33,31,5,1,-6.0,-5,15,1,1,0,"[0, 1, 3]"
53,53,54,3,2,rel3,1,2,rel,rel,low1,high1,2,1,-15,-20,5,40,-15,-20,35,40,4,2,-36.0,45,-35,0,1,0,"[0, 1, 3]"
54,54,7,3,1,rel3,1,2,rel,irr,high1,irr,1,5,40,0,40,0,-20,0,40,37,2,3,41.0,40,-20,1,1,1,"[0, 1, 3]"
55,55,21,3,1,rel3,1,2,rel,irr,low1,irr,2,4,5,0,5,0,-15,0,35,38,4,6,5.0,5,-15,1,1,0,"[0, 1, 3]"
56,56,45,3,1,rel3,1,2,irr,rel,irr,high1,5,1,0,40,0,40,0,-20,37,40,3,2,43.0,40,-20,1,1,0,"[0, 1, 3]"
57,57,58,3,2,rel3,1,2,irr,rel,irr,high1,4,1,0,-20,0,40,0,-20,38,40,6,2,-20.0,40,-20,1,1,1,"[0, 1, 3]"
58,58,38,3,2,rel3,1,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,33,38,5,6,1.0,0,0,1,0,0,"[0, 1, 3]"
59,59,27,3,1,rel3,1,2,rel,rel,high1,low2,1,3,40,-5,40,-5,-20,15,40,31,2,1,36.0,35,-5,0,1,1,"[0, 1, 3]"
