,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,29,4,1,rel4,5,2,rel,rel,mid1,high3,1,2,25,20,25,20,-15,-40,43,49,6,5,51.0,45,-55,0,1,0,"[5, 2, 3, 4]"
1,1,20,4,2,rel4,5,2,rel,rel,mid1,high3,1,2,-15,-40,25,20,-15,-40,43,49,6,5,-51.0,45,-55,0,1,0,"[5, 2, 3, 4]"
2,2,45,4,1,rel4,5,2,rel,irr,low1,irr,3,6,5,0,5,0,-15,0,46,48,3,2,6.0,5,-15,0,1,0,"[5, 2, 3, 4]"
3,3,28,4,2,rel4,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,44,48,1,2,-1.0,0,0,0,0,0,"[5, 2, 3, 4]"
4,4,21,4,1,rel4,5,2,rel,rel,mid1,high3,1,2,25,20,25,20,-15,-40,43,49,6,5,47.0,45,-55,0,1,0,"[5, 2, 3, 4]"
5,5,31,4,1,rel4,5,2,rel,rel,low1,mid2,3,4,5,-25,5,-25,-15,15,46,45,3,4,-21.0,-20,0,0,1,0,"[5, 2, 3, 4]"
6,6,56,4,2,rel4,5,2,rel,irr,mid2,irr,4,5,15,0,-25,0,15,0,45,44,4,1,15.0,-25,15,0,1,0,"[5, 2, 3, 4]"
7,7,36,4,2,rel4,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,48,44,2,1,0.0,0,0,0,0,0,"[5, 2, 3, 4]"
8,8,60,4,2,rel4,5,2,rel,rel,mid1,low1,1,3,-15,-15,25,5,-15,-15,43,46,6,3,-32.0,30,-30,0,1,0,"[5, 2, 3, 4]"
9,9,2,4,2,rel4,5,2,rel,irr,low1,irr,3,5,-15,0,5,0,-15,0,46,44,3,1,-15.0,5,-15,0,1,0,"[5, 2, 3, 4]"
10,10,58,4,2,rel4,5,2,rel,rel,high3,low1,2,3,-40,-15,20,5,-40,-15,49,46,5,3,-58.0,25,-55,0,1,0,"[5, 2, 3, 4]"
11,11,10,4,2,rel4,5,2,irr,rel,irr,mid1,5,1,0,-15,0,25,0,-15,44,43,1,6,-16.0,25,-15,0,1,0,"[5, 2, 3, 4]"
12,12,11,4,1,rel4,5,2,rel,rel,low1,mid1,3,1,5,25,5,25,-15,-15,46,43,3,6,28.0,30,-30,0,1,0,"[5, 2, 3, 4]"
13,13,35,4,1,rel4,5,2,rel,rel,low1,mid1,3,1,5,25,5,25,-15,-15,46,43,3,6,28.0,30,-30,0,1,0,"[5, 2, 3, 4]"
14,14,1,4,1,rel4,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,48,44,2,1,1.0,0,0,0,0,0,"[5, 2, 3, 4]"
15,15,34,4,2,rel4,5,2,irr,rel,irr,mid1,5,1,0,-15,0,25,0,-15,44,43,1,6,-14.0,25,-15,0,1,0,"[5, 2, 3, 4]"
16,16,9,4,1,rel4,5,2,rel,rel,high3,mid1,2,1,20,25,20,25,-40,-15,49,43,5,6,47.0,45,-55,0,1,0,"[5, 2, 3, 4]"
17,17,48,4,2,rel4,5,2,rel,rel,low1,high3,3,2,-15,-40,5,20,-15,-40,46,49,3,5,-54.0,25,-55,0,1,0,"[5, 2, 3, 4]"
18,18,43,4,1,rel4,5,2,rel,rel,mid2,low1,4,3,-25,5,-25,5,15,-15,45,46,4,3,-21.0,-20,0,0,1,0,"[5, 2, 3, 4]"
19,19,7,4,1,rel4,5,2,rel,irr,mid2,irr,4,5,-25,0,-25,0,15,0,45,44,4,1,-27.0,-25,15,0,1,0,"[5, 2, 3, 4]"
20,20,30,4,2,rel4,5,2,irr,rel,irr,low1,5,3,0,-15,0,5,0,-15,44,46,1,3,-18.0,5,-15,0,1,0,"[5, 2, 3, 4]"
21,21,22,4,2,rel4,5,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,48,43,2,6,-16.0,25,-15,0,1,0,"[5, 2, 3, 4]"
22,22,38,4,2,rel4,5,2,irr,rel,irr,low1,5,3,0,-15,0,5,0,-15,44,46,1,3,-13.0,5,-15,0,1,0,"[5, 2, 3, 4]"
23,23,53,4,1,rel4,5,2,rel,rel,low1,high3,3,2,5,20,5,20,-15,-40,46,49,3,5,20.0,25,-55,0,1,0,"[5, 2, 3, 4]"
24,24,52,4,2,rel4,5,2,rel,rel,mid2,high3,4,2,15,-40,-25,20,15,-40,45,49,4,5,-26.0,-5,-25,0,1,0,"[5, 2, 3, 4]"
25,25,19,4,1,rel4,5,2,rel,irr,low1,irr,3,5,5,0,5,0,-15,0,46,44,3,1,6.0,5,-15,0,1,1,"[5, 2, 3, 4]"
