,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,44,3,2,rel3,2,2,rel,rel,low1,high2,2,3,-15,20,5,-40,-15,20,38,40,5,2,3.0,-35,5,0,1,0,"[4, 2, 1]"
1,1,43,3,1,rel3,2,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,39,32,4,6,0.0,0,0,0,0,0,"[4, 2, 1]"
2,2,50,3,2,rel3,2,2,rel,rel,low3,high2,1,3,-5,20,15,-40,-5,20,35,40,3,2,14.0,-25,15,0,1,0,"[4, 2, 1]"
3,3,34,3,2,rel3,2,2,rel,rel,low3,high2,1,3,-5,20,15,-40,-5,20,35,40,3,2,19.0,-25,15,0,1,0,"[4, 2, 1]"
4,4,42,3,2,rel3,2,2,rel,irr,high2,irr,3,6,20,0,-40,0,20,0,40,34,2,1,19.0,-40,20,0,1,0,"[4, 2, 1]"
5,5,1,3,1,rel3,2,2,rel,rel,low3,low1,1,2,15,5,15,5,-5,-15,35,38,3,5,17.0,20,-20,0,1,0,"[4, 2, 1]"
6,6,55,3,1,rel3,2,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,40,6,2,-40.0,-40,20,0,1,0,"[4, 2, 1]"
7,7,14,3,2,rel3,2,2,rel,irr,high2,irr,3,4,20,0,-40,0,20,0,40,32,2,6,19.0,-40,20,0,1,0,"[4, 2, 1]"
8,8,33,3,1,rel3,2,2,rel,irr,high2,irr,3,6,-40,0,-40,0,20,0,40,34,2,1,-42.0,-40,20,0,1,0,"[4, 2, 1]"
9,9,51,3,1,rel3,2,2,rel,rel,low3,high2,1,3,15,-40,15,-40,-5,20,35,40,3,2,-26.0,-25,15,0,1,0,"[4, 2, 1]"
10,10,29,3,1,rel3,2,2,rel,rel,low1,high2,2,3,5,-40,5,-40,-15,20,38,40,5,2,-37.0,-35,5,0,1,0,"[4, 2, 1]"
11,11,23,3,1,rel3,2,2,irr,rel,irr,low3,5,1,0,15,0,15,0,-5,39,35,4,3,16.0,15,-5,0,1,0,"[4, 2, 1]"
12,12,4,3,2,rel3,2,2,rel,rel,low1,low3,2,1,-15,-5,5,15,-15,-5,38,35,5,3,-22.0,20,-20,0,1,0,"[4, 2, 1]"
13,13,10,3,2,rel3,2,2,irr,rel,irr,high2,6,3,0,20,0,-40,0,20,34,40,1,2,18.0,-40,20,0,1,0,"[4, 2, 1]"
14,14,60,3,2,rel3,2,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,32,34,6,1,-1.0,0,0,0,0,0,"[4, 2, 1]"
15,15,16,3,2,rel3,2,2,irr,rel,irr,low1,4,2,0,-15,0,5,0,-15,32,38,6,5,-13.0,5,-15,0,1,1,"[4, 2, 1]"
16,16,15,3,1,rel3,2,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,40,6,2,-40.0,-40,20,0,1,0,"[4, 2, 1]"
17,17,58,3,2,rel3,2,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,34,32,1,6,2.0,0,0,0,0,0,"[4, 2, 1]"
18,18,53,3,1,rel3,2,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,34,39,1,4,-2.0,0,0,0,0,0,"[4, 2, 1]"
19,19,48,3,2,rel3,2,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,32,34,6,1,-2.0,0,0,0,0,0,"[4, 2, 1]"
20,20,30,3,2,rel3,2,2,rel,rel,low3,high2,1,3,-5,20,15,-40,-5,20,35,40,3,2,13.0,-25,15,0,1,0,"[4, 2, 1]"
21,21,26,3,2,rel3,2,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,39,32,4,6,-1.0,0,0,0,0,0,"[4, 2, 1]"
22,22,59,3,1,rel3,2,2,irr,rel,irr,low1,5,2,0,5,0,5,0,-15,39,38,4,5,2.0,5,-15,0,1,1,"[4, 2, 1]"
23,23,3,3,1,rel3,2,2,rel,irr,high2,irr,3,4,-40,0,-40,0,20,0,40,32,2,6,-39.0,-40,20,0,1,0,"[4, 2, 1]"
24,24,37,3,1,rel3,2,2,rel,irr,high2,irr,3,6,-40,0,-40,0,20,0,40,34,2,1,-38.0,-40,20,0,1,1,"[4, 2, 1]"
25,25,25,3,1,rel3,2,2,rel,irr,low1,irr,2,5,5,0,5,0,-15,0,38,39,5,4,4.0,5,-15,0,1,0,"[4, 2, 1]"
26,26,57,3,1,rel3,2,2,rel,irr,low3,irr,1,6,15,0,15,0,-5,0,35,34,3,1,15.0,15,-5,0,1,0,"[4, 2, 1]"
27,27,5,3,1,rel3,2,2,rel,rel,low1,high2,2,3,5,-40,5,-40,-15,20,38,40,5,2,-34.0,-35,5,1,1,0,"[4, 2, 1]"
28,28,52,3,2,rel3,2,2,rel,rel,low1,high2,2,3,-15,20,5,-40,-15,20,38,40,5,2,5.0,-35,5,1,1,0,"[4, 2, 1]"
29,29,46,3,2,rel3,2,2,rel,irr,high2,irr,3,4,20,0,-40,0,20,0,40,32,2,6,20.0,-40,20,0,1,1,"[4, 2, 1]"
30,30,27,3,1,rel3,2,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,40,6,2,-38.0,-40,20,0,1,1,"[4, 2, 1]"
