,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,47,4,1,rel4,5,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,49,47,2,6,25.0,25,-15,0,1,0,"[3, 5, 0, 4]"
1,1,54,4,2,rel4,5,2,rel,irr,mid2,irr,4,5,15,0,-25,0,15,0,46,49,4,2,14.0,-25,15,0,1,0,"[3, 5, 0, 4]"
2,2,42,4,2,rel4,5,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,47,41,6,3,-14.0,25,-15,0,1,0,"[3, 5, 0, 4]"
3,3,49,4,1,rel4,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,49,41,2,3,-2.0,0,0,0,0,0,"[3, 5, 0, 4]"
4,4,2,4,2,rel4,5,2,rel,rel,mid1,mid2,1,4,-15,15,25,-25,-15,15,47,46,6,4,1.0,0,0,0,1,0,"[3, 5, 0, 4]"
5,5,36,4,2,rel4,5,2,rel,rel,mid4,mid1,3,1,25,-15,-15,25,25,-15,44,47,1,6,7.0,10,10,0,1,0,"[3, 5, 0, 4]"
6,6,50,4,2,rel4,5,2,irr,rel,irr,mid4,6,3,0,25,0,-15,0,25,41,44,3,1,25.0,-15,25,0,1,0,"[3, 5, 0, 4]"
7,7,32,4,2,rel4,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,41,49,3,2,-5.0,0,0,0,0,0,"[3, 5, 0, 4]"
8,8,40,4,2,rel4,5,2,rel,irr,mid2,irr,4,6,15,0,-25,0,15,0,46,41,4,3,15.0,-25,15,0,1,0,"[3, 5, 0, 4]"
9,9,9,4,1,rel4,5,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,49,47,2,6,24.0,25,-15,0,1,0,"[3, 5, 0, 4]"
10,10,38,4,2,rel4,5,2,rel,rel,mid2,mid1,4,1,15,-15,-25,25,15,-15,46,47,4,6,0.0,0,0,0,1,0,"[3, 5, 0, 4]"
11,11,31,4,1,rel4,5,2,rel,irr,low4,irr,2,6,-15,0,-15,0,5,0,43,41,5,3,-17.0,-15,5,0,1,0,"[3, 5, 0, 4]"
12,12,58,4,2,rel4,5,2,rel,rel,mid2,mid1,4,1,15,-15,-25,25,15,-15,46,47,4,6,0.0,0,0,0,1,1,"[3, 5, 0, 4]"
13,13,29,4,1,rel4,5,2,irr,rel,irr,mid4,5,3,0,-15,0,-15,0,25,49,44,2,1,-14.0,-15,25,0,1,1,"[3, 5, 0, 4]"
14,14,19,4,1,rel4,5,2,rel,rel,mid1,mid4,1,3,25,-15,25,-15,-15,25,47,44,6,1,7.0,10,10,0,1,0,"[3, 5, 0, 4]"
15,15,51,4,1,rel4,5,2,irr,rel,irr,mid2,5,4,0,-25,0,-25,0,15,49,46,2,4,-24.0,-25,15,0,1,0,"[3, 5, 0, 4]"
16,16,39,4,1,rel4,5,2,rel,rel,mid2,low4,4,2,-25,-15,-25,-15,15,5,46,43,4,5,-39.0,-40,20,0,1,0,"[3, 5, 0, 4]"
17,17,10,4,2,rel4,5,2,irr,rel,irr,low4,6,2,0,5,0,-15,0,5,41,43,3,5,4.0,-15,5,0,1,0,"[3, 5, 0, 4]"
18,18,60,4,2,rel4,5,2,rel,irr,mid4,irr,3,5,25,0,-15,0,25,0,44,49,1,2,26.0,-15,25,0,1,0,"[3, 5, 0, 4]"
19,19,37,4,1,rel4,5,2,rel,rel,mid4,mid1,3,1,-15,25,-15,25,25,-15,44,47,1,6,9.0,10,10,0,1,1,"[3, 5, 0, 4]"
20,20,41,4,1,rel4,5,2,rel,rel,mid2,mid1,4,1,-25,25,-25,25,15,-15,46,47,4,6,0.0,0,0,0,1,0,"[3, 5, 0, 4]"
21,21,12,4,2,rel4,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,49,41,2,3,0.0,0,0,0,0,0,"[3, 5, 0, 4]"
22,22,48,4,2,rel4,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,41,49,3,2,3.0,0,0,0,0,0,"[3, 5, 0, 4]"
23,23,28,4,2,rel4,5,2,rel,irr,mid2,irr,4,6,15,0,-25,0,15,0,46,41,4,3,14.0,-25,15,1,1,0,"[3, 5, 0, 4]"
24,24,33,4,1,rel4,5,2,rel,rel,mid2,mid4,4,3,-25,-15,-25,-15,15,25,46,44,4,1,-40.0,-40,40,0,1,0,"[3, 5, 0, 4]"
25,25,43,4,1,rel4,5,2,rel,irr,low4,irr,2,5,-15,0,-15,0,5,0,43,49,5,2,-14.0,-15,5,0,1,0,"[3, 5, 0, 4]"
26,26,59,4,1,rel4,5,2,irr,rel,irr,low4,6,2,0,-15,0,-15,0,5,41,43,3,5,-15.0,-15,5,0,1,0,"[3, 5, 0, 4]"
27,27,56,4,2,rel4,5,2,irr,rel,irr,mid2,5,4,0,15,0,-25,0,15,49,46,2,4,16.0,-25,15,0,1,1,"[3, 5, 0, 4]"
28,28,13,4,1,rel4,5,2,rel,rel,low4,mid1,2,1,-15,25,-15,25,5,-15,43,47,5,6,8.0,10,-10,0,1,0,"[3, 5, 0, 4]"
29,29,21,4,1,rel4,5,2,rel,irr,mid2,irr,4,6,-25,0,-25,0,15,0,46,41,4,3,-24.0,-25,15,0,1,0,"[3, 5, 0, 4]"
30,30,1,4,1,rel4,5,2,rel,irr,mid2,irr,4,6,-25,0,-25,0,15,0,46,41,4,3,-29.0,-25,15,0,1,1,"[3, 5, 0, 4]"
31,31,4,4,2,rel4,5,2,rel,irr,low4,irr,2,6,5,0,-15,0,5,0,43,41,5,3,7.0,-15,5,0,1,0,"[3, 5, 0, 4]"
32,32,35,4,1,rel4,5,2,irr,rel,irr,mid4,6,3,0,-15,0,-15,0,25,41,44,3,1,-14.0,-15,25,0,1,1,"[3, 5, 0, 4]"
33,33,23,4,1,rel4,5,2,rel,rel,mid1,mid4,1,3,25,-15,25,-15,-15,25,47,44,6,1,8.0,10,10,0,1,0,"[3, 5, 0, 4]"
34,34,5,4,1,rel4,5,2,irr,rel,irr,mid2,6,4,0,-25,0,-25,0,15,41,46,3,4,-24.0,-25,15,0,1,1,"[3, 5, 0, 4]"
35,35,15,4,1,rel4,5,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,49,47,2,6,25.0,25,-15,0,1,1,"[3, 5, 0, 4]"
36,36,22,4,2,rel4,5,2,rel,rel,mid4,mid2,3,4,25,15,-15,-25,25,15,44,46,1,4,37.0,-40,40,0,1,0,"[3, 5, 0, 4]"
37,37,30,4,2,rel4,5,2,rel,rel,mid4,mid2,3,4,25,15,-15,-25,25,15,44,46,1,4,40.0,-40,40,1,1,1,"[3, 5, 0, 4]"
38,38,27,4,1,rel4,5,2,rel,rel,mid4,mid1,3,1,-15,25,-15,25,25,-15,44,47,1,6,11.0,10,10,1,1,1,"[3, 5, 0, 4]"
39,39,8,4,2,rel4,5,2,rel,rel,mid4,mid2,3,4,25,15,-15,-25,25,15,44,46,1,4,41.0,-40,40,1,1,0,"[3, 5, 0, 4]"
40,40,18,4,2,rel4,5,2,rel,rel,low4,mid1,2,1,5,-15,-15,25,5,-15,43,47,5,6,-9.0,10,-10,1,1,0,"[3, 5, 0, 4]"
41,41,34,4,2,rel4,5,2,rel,rel,low4,mid2,2,4,5,15,-15,-25,5,15,43,46,5,4,22.0,-40,20,0,1,0,"[3, 5, 0, 4]"
42,42,55,4,1,rel4,5,2,irr,rel,irr,low4,6,2,0,-15,0,-15,0,5,41,43,3,5,-14.0,-15,5,1,1,0,"[3, 5, 0, 4]"
43,43,14,4,2,rel4,5,2,rel,irr,mid2,irr,4,6,15,0,-25,0,15,0,46,41,4,3,15.0,-25,15,0,1,1,"[3, 5, 0, 4]"
44,44,24,4,2,rel4,5,2,rel,rel,mid4,mid2,3,4,25,15,-15,-25,25,15,44,46,1,4,40.0,-40,40,1,1,0,"[3, 5, 0, 4]"
45,45,6,4,2,rel4,5,2,rel,rel,low4,mid1,2,1,5,-15,-15,25,5,-15,43,47,5,6,-11.0,10,-10,0,1,1,"[3, 5, 0, 4]"
46,46,53,4,1,rel4,5,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,49,47,2,6,26.0,25,-15,0,1,0,"[3, 5, 0, 4]"
47,47,25,4,1,rel4,5,2,rel,rel,mid2,mid4,4,3,-25,-15,-25,-15,15,25,46,44,4,1,-38.0,-40,40,1,1,1,"[3, 5, 0, 4]"
48,48,45,4,1,rel4,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,49,41,2,3,3.0,0,0,0,0,0,"[3, 5, 0, 4]"
49,49,26,4,2,rel4,5,2,irr,rel,irr,mid4,6,3,0,25,0,-15,0,25,41,44,3,1,25.0,-15,25,0,1,0,"[3, 5, 0, 4]"
50,50,44,4,2,rel4,5,2,rel,irr,low4,irr,2,6,5,0,-15,0,5,0,43,41,5,3,7.0,-15,5,1,1,0,"[3, 5, 0, 4]"
51,51,57,4,1,rel4,5,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,41,47,3,6,25.0,25,-15,1,1,1,"[3, 5, 0, 4]"
52,52,17,4,1,rel4,5,2,irr,rel,irr,mid4,5,3,0,-15,0,-15,0,25,49,44,2,1,-17.0,-15,25,1,1,1,"[3, 5, 0, 4]"
