,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,43,2,1,rel2,1,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,27,23,3,4,-2.0,0,0,0,0,0,"[4, 1]"
1,1,58,2,2,rel2,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,27,30,3,1,-3.0,0,0,0,0,0,"[4, 1]"
2,2,37,2,1,rel2,1,2,rel,irr,mid4,irr,2,6,-15,0,-15,0,25,0,24,30,5,1,-15.0,-15,25,0,1,0,"[4, 1]"
3,3,13,2,1,rel2,1,2,irr,rel,irr,mid4,3,2,0,-15,0,-15,0,25,26,24,6,5,-19.0,-15,25,0,1,0,"[4, 1]"
4,4,15,2,1,rel2,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,27,30,3,1,0.0,0,0,0,0,0,"[4, 1]"
5,5,59,2,1,rel2,1,2,rel,irr,high1,irr,1,3,40,0,40,0,-20,0,22,26,2,6,39.0,40,-20,0,1,0,"[4, 1]"
6,6,16,2,2,rel2,1,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,26,23,6,4,2.0,0,0,0,0,0,"[4, 1]"
7,7,3,2,1,rel2,1,2,rel,irr,mid4,irr,2,3,-15,0,-15,0,25,0,24,26,5,6,-15.0,-15,25,0,1,0,"[4, 1]"
8,8,18,2,2,rel2,1,2,rel,irr,high1,irr,1,3,-20,0,40,0,-20,0,22,26,2,6,-20.0,40,-20,0,1,0,"[4, 1]"
9,9,24,2,2,rel2,1,2,rel,irr,high1,irr,1,3,-20,0,40,0,-20,0,22,26,2,6,-22.0,40,-20,0,1,0,"[4, 1]"
10,10,39,2,1,rel2,1,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,23,30,4,1,2.0,0,0,0,0,0,"[4, 1]"
11,11,56,2,2,rel2,1,2,rel,irr,high1,irr,1,4,-20,0,40,0,-20,0,22,23,2,4,-19.0,40,-20,0,1,0,"[4, 1]"
12,12,40,2,2,rel2,1,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,26,30,6,1,-4.0,0,0,0,0,0,"[4, 1]"
13,13,26,2,2,rel2,1,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,30,26,1,6,-2.0,0,0,0,0,0,"[4, 1]"
14,14,50,2,2,rel2,1,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,26,30,6,1,-2.0,0,0,0,0,0,"[4, 1]"
15,15,47,2,1,rel2,1,2,rel,irr,mid4,irr,2,3,-15,0,-15,0,25,0,24,26,5,6,-15.0,-15,25,0,1,0,"[4, 1]"
16,16,44,2,2,rel2,1,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,30,26,1,6,0.0,0,0,0,0,0,"[4, 1]"
17,17,5,2,1,rel2,1,2,rel,irr,high1,irr,1,4,40,0,40,0,-20,0,22,23,2,4,43.0,40,-20,0,1,0,"[4, 1]"
18,18,19,2,1,rel2,1,2,rel,irr,high1,irr,1,6,40,0,40,0,-20,0,22,30,2,1,41.0,40,-20,0,1,0,"[4, 1]"
19,19,54,2,2,rel2,1,2,irr,rel,irr,mid4,4,2,0,25,0,-15,0,25,23,24,4,5,25.0,-15,25,1,1,0,"[4, 1]"
