,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,15,2,1,rel2,4,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,22,26,3,4,-4.0,0,0,0,0,0,"[1, 0]"
1,1,27,2,1,rel2,4,2,irr,rel,irr,high4,5,2,0,-20,0,-20,0,40,30,23,2,6,-22.0,-20,40,0,1,0,"[1, 0]"
2,2,43,2,1,rel2,4,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,29,26,1,4,-1.0,0,0,0,0,0,"[1, 0]"
3,3,2,2,2,rel2,4,2,rel,irr,high4,irr,2,5,40,0,-20,0,40,0,23,30,6,2,38.0,-20,40,0,1,0,"[1, 0]"
4,4,14,2,2,rel2,4,2,rel,irr,high1,irr,1,4,-20,0,40,0,-20,0,24,29,5,1,-13.0,40,-20,0,1,0,"[1, 0]"
5,5,23,2,1,rel2,4,2,rel,irr,high4,irr,2,6,-20,0,-20,0,40,0,23,22,6,3,-20.0,-20,40,0,1,0,"[1, 0]"
6,6,3,2,1,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,29,22,1,3,-1.0,0,0,0,0,0,"[1, 0]"
7,7,51,2,1,rel2,4,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,26,30,4,2,-2.0,0,0,0,0,0,"[1, 0]"
8,8,56,2,2,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,29,22,1,3,-5.0,0,0,0,0,0,"[1, 0]"
9,9,40,2,2,rel2,4,2,rel,rel,high4,high1,2,1,40,-20,-20,40,40,-20,23,24,6,5,21.0,20,20,0,1,0,"[1, 0]"
10,10,46,2,2,rel2,4,2,irr,rel,irr,high4,5,2,0,40,0,-20,0,40,30,23,2,6,40.0,-20,40,0,1,0,"[1, 0]"
11,11,53,2,1,rel2,4,2,irr,rel,irr,high1,3,1,0,40,0,40,0,-20,26,24,4,5,37.0,40,-20,0,1,0,"[1, 0]"
12,12,4,2,2,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,29,22,1,3,-1.0,0,0,0,0,0,"[1, 0]"
13,13,13,2,1,rel2,4,2,rel,irr,high4,irr,2,5,-20,0,-20,0,40,0,23,30,6,2,-18.0,-20,40,0,1,0,"[1, 0]"
14,14,7,2,1,rel2,4,2,rel,irr,high4,irr,2,3,-20,0,-20,0,40,0,23,26,6,4,-21.0,-20,40,0,1,0,"[1, 0]"
15,15,31,2,1,rel2,4,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,22,26,3,4,3.0,0,0,0,0,0,"[1, 0]"
16,16,32,2,2,rel2,4,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,22,26,3,4,2.0,0,0,0,0,0,"[1, 0]"
17,17,39,2,1,rel2,4,2,rel,irr,high1,irr,1,4,40,0,40,0,-20,0,24,29,5,1,45.0,40,-20,0,1,0,"[1, 0]"
18,18,59,2,1,rel2,4,2,irr,rel,irr,high1,4,1,0,40,0,40,0,-20,29,24,1,5,37.0,40,-20,1,1,0,"[1, 0]"
19,19,20,2,2,rel2,4,2,rel,rel,high4,high1,2,1,40,-20,-20,40,40,-20,23,24,6,5,22.0,20,20,0,1,0,"[1, 0]"
20,20,25,2,1,rel2,4,2,irr,rel,irr,high4,5,2,0,-20,0,-20,0,40,30,23,2,6,-17.0,-20,40,0,1,0,"[1, 0]"
21,21,12,2,2,rel2,4,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,26,29,4,1,-1.0,0,0,0,0,0,"[1, 0]"
22,22,37,2,1,rel2,4,2,irr,rel,irr,high4,4,2,0,-20,0,-20,0,40,29,23,1,6,-21.0,-20,40,0,1,1,"[1, 0]"
23,23,21,2,1,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,29,22,1,3,-1.0,0,0,0,0,0,"[1, 0]"
24,24,30,2,2,rel2,4,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,26,22,4,3,-2.0,0,0,0,0,0,"[1, 0]"
25,25,34,2,2,rel2,4,2,irr,rel,irr,high4,6,2,0,40,0,-20,0,40,22,23,3,6,38.0,-20,40,1,1,1,"[1, 0]"
26,26,38,2,2,rel2,4,2,rel,irr,high4,irr,2,4,40,0,-20,0,40,0,23,29,6,1,40.0,-20,40,1,1,0,"[1, 0]"
27,27,50,2,2,rel2,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,22,29,3,1,-1.0,0,0,1,0,0,"[1, 0]"
28,28,58,2,2,rel2,4,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,30,26,2,4,1.0,0,0,0,0,0,"[1, 0]"
29,29,55,2,1,rel2,4,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,22,26,3,4,-3.0,0,0,0,0,0,"[1, 0]"
30,30,28,2,2,rel2,4,2,rel,irr,high1,irr,1,5,-20,0,40,0,-20,0,24,30,5,2,-22.0,40,-20,0,1,1,"[1, 0]"
31,31,36,2,2,rel2,4,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,26,29,4,1,1.0,0,0,0,0,0,"[1, 0]"
32,32,49,2,1,rel2,4,2,irr,rel,irr,high1,6,1,0,40,0,40,0,-20,22,24,3,5,38.0,40,-20,0,1,1,"[1, 0]"
33,33,9,2,1,rel2,4,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,30,26,2,4,3.0,0,0,0,0,0,"[1, 0]"
34,34,22,2,2,rel2,4,2,irr,rel,irr,high4,4,2,0,40,0,-20,0,40,29,23,1,6,41.0,-20,40,1,1,0,"[1, 0]"
35,35,35,2,1,rel2,4,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,26,22,4,3,3.0,0,0,0,0,0,"[1, 0]"
36,36,33,2,1,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,29,22,1,3,1.0,0,0,1,0,0,"[1, 0]"
37,37,48,2,2,rel2,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,22,29,3,1,-2.0,0,0,0,0,0,"[1, 0]"
38,38,44,2,2,rel2,4,2,rel,rel,high4,high1,2,1,40,-20,-20,40,40,-20,23,24,6,5,23.0,20,20,0,1,1,"[1, 0]"
39,39,45,2,1,rel2,4,2,rel,irr,high1,irr,1,3,40,0,40,0,-20,0,24,26,5,4,41.0,40,-20,1,1,0,"[1, 0]"
40,40,29,2,1,rel2,4,2,irr,rel,irr,high4,4,2,0,-20,0,-20,0,40,29,23,1,6,-19.0,-20,40,1,1,1,"[1, 0]"
41,41,24,2,2,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,29,22,1,3,-1.0,0,0,1,0,0,"[1, 0]"
