,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,49,2,1,rel2,2,2,rel,irr,low3,irr,1,3,15,0,15,0,-5,0,28,21,3,6,12.0,15,-5,0,1,0,"[2, 4]"
1,1,60,2,2,rel2,2,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,30,21,4,6,-3.0,0,0,0,0,0,"[2, 4]"
2,2,19,2,1,rel2,2,2,rel,irr,high2,irr,2,4,-40,0,-40,0,20,0,29,30,5,4,-41.0,-40,20,0,1,0,"[2, 4]"
3,3,33,2,1,rel2,2,2,rel,irr,low3,irr,1,3,15,0,15,0,-5,0,28,21,3,6,14.0,15,-5,0,1,0,"[2, 4]"
4,4,16,2,2,rel2,2,2,rel,irr,low3,irr,1,6,-5,0,15,0,-5,0,28,26,3,2,-4.0,15,-5,0,1,0,"[2, 4]"
5,5,52,2,2,rel2,2,2,rel,irr,low3,irr,1,4,-5,0,15,0,-5,0,28,30,3,4,-4.0,15,-5,0,1,0,"[2, 4]"
6,6,24,2,2,rel2,2,2,irr,rel,irr,high2,4,2,0,20,0,-40,0,20,30,29,4,5,21.0,-40,20,0,1,0,"[2, 4]"
7,7,22,2,2,rel2,2,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,26,21,2,6,-3.0,0,0,0,0,0,"[2, 4]"
8,8,7,2,1,rel2,2,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,24,21,1,6,-1.0,0,0,0,0,0,"[2, 4]"
9,9,38,2,2,rel2,2,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,26,24,2,1,0.0,0,0,0,0,0,"[2, 4]"
10,10,3,2,1,rel2,2,2,rel,irr,low3,irr,1,3,15,0,15,0,-5,0,28,21,3,6,14.0,15,-5,0,1,0,"[2, 4]"
11,11,34,2,2,rel2,2,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,24,26,1,2,0.0,0,0,0,0,0,"[2, 4]"
12,12,41,2,1,rel2,2,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,26,21,2,6,-5.0,0,0,0,0,0,"[2, 4]"
13,13,13,2,1,rel2,2,2,irr,rel,irr,high2,4,2,0,-40,0,-40,0,20,30,29,4,5,-38.0,-40,20,0,1,0,"[2, 4]"
14,14,45,2,1,rel2,2,2,rel,irr,low3,irr,1,6,15,0,15,0,-5,0,28,26,3,2,15.0,15,-5,0,1,0,"[2, 4]"
15,15,4,2,2,rel2,2,2,irr,rel,irr,low3,4,1,0,-5,0,15,0,-5,30,28,4,3,-3.0,15,-5,0,1,0,"[2, 4]"
16,16,36,2,2,rel2,2,2,irr,rel,irr,high2,6,2,0,20,0,-40,0,20,26,29,2,5,22.0,-40,20,0,1,0,"[2, 4]"
