,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,relevance_stim3,relevance_stim4,condition_stim1,condition_stim2,condition_stim3,condition_stim4,condition_id_stim1,condition_id_stim2,condition_id_stim3,condition_id_stim4,outcome_rel_stim1,outcome_rel_stim2,outcome_rel_stim3,outcome_rel_stim4,outcome_t1_stim1,outcome_t1_stim2,outcome_t1_stim3,outcome_t1_stim4,outcome_t2_stim1,outcome_t2_stim2,outcome_t2_stim3,outcome_t2_stim4,stim_stim1,stim_stim2,stim_stim3,stim_stim4,stim_positions_stim1,stim_positions_stim2,stim_positions_stim3,stim_positions_stim4,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
0,0,18,2,2,rel2,3,4,irr,irr,irr,irr,irr,irr,irr,irr,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,25,27,26,22,3,6,5,1,-1.0,0,0,0,0,0,"[1, 3]",0
1,1,1,2,1,rel2,3,4,irr,irr,rel,irr,irr,irr,high2,irr,6,5,2,4,0,0,-40,0,0,0,-40,0,0,0,20,0,25,27,23,26,3,6,2,5,-43.0,-40,20,0,1,0,"[1, 3]",0
2,2,9,2,1,rel2,3,4,rel,irr,irr,rel,high2,irr,irr,mid3,2,3,5,1,-40,0,0,15,-40,0,0,15,20,0,0,-25,23,22,27,29,2,1,6,4,-26.0,-25,-5,0,1,0,"[1, 3]",0
3,3,20,2,2,rel2,3,4,rel,rel,irr,irr,mid3,high2,irr,irr,1,2,3,6,-25,20,0,0,15,-40,0,0,-25,20,0,0,29,23,22,25,4,2,1,3,-7.0,-25,-5,0,1,0,"[1, 3]",0
4,4,8,2,2,rel2,3,4,rel,irr,rel,irr,mid3,irr,high2,irr,1,6,2,4,-25,0,20,0,15,0,-40,0,-25,0,20,0,29,25,23,26,4,3,2,5,-2.0,-25,-5,0,1,1,"[1, 3]",0
5,5,13,2,1,rel2,3,4,irr,irr,rel,irr,irr,irr,mid3,irr,6,4,1,3,0,0,15,0,0,0,15,0,0,0,-25,0,25,26,29,22,3,5,4,1,15.0,15,-25,0,1,0,"[1, 3]",0
6,6,15,2,1,rel2,3,4,rel,irr,irr,irr,high2,irr,irr,irr,2,5,6,4,-40,0,0,0,-40,0,0,0,20,0,0,0,23,27,25,26,2,6,3,5,-38.0,-40,20,1,1,0,"[1, 3]",1
7,7,7,2,1,rel2,3,4,irr,irr,rel,irr,irr,irr,mid3,irr,6,3,1,5,0,0,15,0,0,0,15,0,0,0,-25,0,25,22,29,27,3,1,4,6,16.0,15,-25,0,1,0,"[1, 3]",0
8,8,3,2,1,rel2,3,4,irr,irr,irr,rel,irr,irr,irr,high2,4,5,6,2,0,0,0,-40,0,0,0,-40,0,0,0,20,26,27,25,23,5,6,3,2,-40.0,-40,20,0,1,0,"[1, 3]",0
9,9,16,2,2,rel2,3,4,rel,irr,irr,irr,high2,irr,irr,irr,2,3,5,6,20,0,0,0,-40,0,0,0,20,0,0,0,23,22,27,25,2,1,6,3,21.0,-40,20,0,1,0,"[1, 3]",0
10,10,5,2,1,rel2,3,4,rel,rel,irr,irr,high2,mid3,irr,irr,2,1,5,3,-40,15,0,0,-40,15,0,0,20,-25,0,0,23,29,27,22,2,4,6,1,-26.0,-25,-5,0,1,1,"[1, 3]",0
11,11,17,2,1,rel2,3,4,irr,rel,rel,irr,irr,mid3,high2,irr,5,1,2,6,0,15,-40,0,0,15,-40,0,0,-25,20,0,27,29,23,25,6,4,2,3,-25.0,-25,-5,0,1,0,"[1, 3]",0
12,12,11,2,1,rel2,3,4,irr,irr,rel,irr,irr,irr,mid3,irr,5,3,1,6,0,0,15,0,0,0,15,0,0,0,-25,0,27,22,29,25,6,1,4,3,17.0,15,-25,1,1,0,"[1, 3]",0
13,13,12,2,2,rel2,3,4,rel,irr,irr,irr,mid3,irr,irr,irr,1,4,5,6,-25,0,0,0,15,0,0,0,-25,0,0,0,29,26,27,25,4,5,6,3,-22.0,15,-25,1,1,1,"[1, 3]",1
14,14,6,2,2,rel2,3,4,irr,irr,rel,irr,irr,irr,mid3,irr,3,4,1,6,0,0,-25,0,0,0,15,0,0,0,-25,0,22,26,29,25,1,5,4,3,-25.0,15,-25,0,1,0,"[1, 3]",0
15,15,4,2,2,rel2,3,4,irr,rel,irr,rel,irr,high2,irr,mid3,4,2,6,1,0,20,0,-25,0,-40,0,15,0,20,0,-25,26,23,25,29,5,2,3,4,-7.0,-25,-5,1,1,0,"[1, 3]",0
16,16,2,2,2,rel2,3,4,irr,rel,irr,rel,irr,mid3,irr,high2,4,1,5,2,0,-25,0,20,0,15,0,-40,0,-25,0,20,26,29,27,23,5,4,6,2,-3.0,-25,-5,1,1,1,"[1, 3]",0
17,17,19,2,1,rel2,3,4,rel,irr,rel,irr,high2,irr,mid3,irr,2,5,1,4,-40,0,15,0,-40,0,15,0,20,0,-25,0,23,27,29,26,2,6,4,5,-25.0,-25,-5,0,1,0,"[1, 3]",0
18,18,14,2,2,rel2,3,4,irr,rel,irr,irr,irr,mid3,irr,irr,6,1,5,3,0,-25,0,0,0,15,0,0,0,-25,0,0,25,29,27,22,3,4,6,1,-24.0,15,-25,1,1,1,"[1, 3]",0
19,19,10,2,2,rel2,3,4,irr,irr,irr,irr,irr,irr,irr,irr,4,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,26,22,25,27,5,1,3,6,-3.0,0,0,0,0,0,"[1, 3]",0
