,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,42,3,2,rel3,3,2,rel,irr,mid4,irr,2,5,25,0,-15,0,25,0,31,35,2,3,22.0,-15,25,0,1,0,"[1, 2, 0]"
1,1,2,3,2,rel3,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,34,5,1,3.0,0,0,0,0,0,"[1, 2, 0]"
2,2,31,3,1,rel3,3,2,rel,rel,mid2,mid1,3,1,-25,25,-25,25,15,-15,40,38,6,4,-1.0,0,0,0,1,0,"[1, 2, 0]"
3,3,6,3,2,rel3,3,2,rel,irr,mid2,irr,3,6,15,0,-25,0,15,0,40,34,6,1,12.0,-25,15,0,1,0,"[1, 2, 0]"
4,4,60,3,2,rel3,3,2,irr,rel,irr,mid4,5,2,0,25,0,-15,0,25,35,31,3,2,26.0,-15,25,0,1,0,"[1, 2, 0]"
5,5,53,3,1,rel3,3,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,5,0.0,0,0,0,0,0,"[1, 2, 0]"
6,6,8,3,2,rel3,3,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,34,33,1,5,0.0,0,0,0,0,0,"[1, 2, 0]"
7,7,4,3,2,rel3,3,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,38,35,4,3,-17.0,25,-15,0,1,0,"[1, 2, 0]"
8,8,47,3,1,rel3,3,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,35,34,3,1,-1.0,0,0,0,0,0,"[1, 2, 0]"
9,9,46,3,2,rel3,3,2,irr,rel,irr,mid2,6,3,0,15,0,-25,0,15,34,40,1,6,15.0,-25,15,0,1,0,"[1, 2, 0]"
10,10,30,3,2,rel3,3,2,rel,rel,mid1,mid4,1,2,-15,25,25,-15,-15,25,38,31,4,2,10.0,10,10,0,1,0,"[1, 2, 0]"
11,11,33,3,1,rel3,3,2,irr,rel,irr,mid2,6,3,0,-25,0,-25,0,15,34,40,1,6,-26.0,-25,15,0,1,0,"[1, 2, 0]"
12,12,20,3,2,rel3,3,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,33,35,5,3,-1.0,0,0,0,0,0,"[1, 2, 0]"
13,13,50,3,2,rel3,3,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,5,4.0,0,0,0,0,0,"[1, 2, 0]"
14,14,28,3,2,rel3,3,2,irr,rel,irr,mid4,6,2,0,25,0,-15,0,25,34,31,1,2,22.0,-15,25,0,1,0,"[1, 2, 0]"
15,15,35,3,1,rel3,3,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,34,38,1,4,23.0,25,-15,0,1,0,"[1, 2, 0]"
