,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,26,3,2,rel3,5,2,rel,irr,mid2,irr,3,5,15,0,-25,0,15,0,35,38,1,2,17.0,-25,15,0,1,0,"[2, 0, 1]"
1,1,20,3,2,rel3,5,2,rel,rel,mid2,mid1,3,1,15,-15,-25,25,15,-15,35,33,1,6,0.0,0,0,0,1,0,"[2, 0, 1]"
2,2,43,3,1,rel3,5,2,irr,rel,irr,mid3,5,2,0,15,0,15,0,-25,38,32,2,4,16.0,15,-25,0,1,0,"[2, 0, 1]"
3,3,11,3,1,rel3,5,2,rel,irr,mid2,irr,3,6,-25,0,-25,0,15,0,35,40,1,3,-25.0,-25,15,0,1,0,"[2, 0, 1]"
4,4,39,3,1,rel3,5,2,irr,rel,irr,mid2,6,3,0,-25,0,-25,0,15,40,35,3,1,-25.0,-25,15,0,1,0,"[2, 0, 1]"
5,5,29,3,1,rel3,5,2,rel,irr,mid2,irr,3,4,-25,0,-25,0,15,0,35,37,1,5,-29.0,-25,15,0,1,0,"[2, 0, 1]"
6,6,16,3,2,rel3,5,2,irr,rel,irr,mid3,5,2,0,-25,0,15,0,-25,38,32,2,4,-23.0,15,-25,0,1,0,"[2, 0, 1]"
7,7,17,3,1,rel3,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,40,38,3,2,1.0,0,0,0,0,0,"[2, 0, 1]"
8,8,59,3,1,rel3,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,38,40,2,3,1.0,0,0,0,0,0,"[2, 0, 1]"
9,9,49,3,1,rel3,5,2,rel,irr,mid2,irr,3,5,-25,0,-25,0,15,0,35,38,1,2,-27.0,-25,15,0,1,0,"[2, 0, 1]"
10,10,52,3,2,rel3,5,2,rel,irr,mid2,irr,3,5,15,0,-25,0,15,0,35,38,1,2,18.0,-25,15,0,1,0,"[2, 0, 1]"
11,11,47,3,1,rel3,5,2,rel,irr,mid2,irr,3,6,-25,0,-25,0,15,0,35,40,1,3,-25.0,-25,15,0,1,0,"[2, 0, 1]"
12,12,1,3,1,rel3,5,2,rel,irr,mid1,irr,1,6,25,0,25,0,-15,0,33,40,6,3,23.0,25,-15,0,1,0,"[2, 0, 1]"
13,13,41,3,1,rel3,5,2,irr,rel,irr,mid3,4,2,0,15,0,15,0,-25,37,32,5,4,17.0,15,-25,0,1,0,"[2, 0, 1]"
14,14,9,3,1,rel3,5,2,irr,rel,irr,mid3,4,2,0,15,0,15,0,-25,37,32,5,4,16.0,15,-25,0,1,1,"[2, 0, 1]"
15,15,25,3,1,rel3,5,2,irr,rel,irr,mid2,4,3,0,-25,0,-25,0,15,37,35,5,1,-24.0,-25,15,0,1,0,"[2, 0, 1]"
