,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,15,4,1,rel4,1,2,irr,rel,irr,low2,5,2,0,-5,0,-5,0,15,48,44,6,1,-6.0,-5,15,0,1,0,"[0, 1, 3, 2]"
1,1,41,4,1,rel4,1,2,irr,rel,irr,high3,5,1,0,20,0,20,0,-40,48,47,6,2,19.0,20,-40,0,1,0,"[0, 1, 3, 2]"
2,2,10,4,2,rel4,1,2,rel,irr,high3,irr,1,6,-40,0,20,0,-40,0,47,41,2,5,-42.0,20,-40,0,1,0,"[0, 1, 3, 2]"
3,3,16,4,2,rel4,1,2,irr,rel,irr,low2,5,2,0,15,0,-5,0,15,48,44,6,1,12.0,-5,15,0,1,0,"[0, 1, 3, 2]"
4,4,28,4,2,rel4,1,2,irr,rel,irr,mid2,5,4,0,15,0,-25,0,15,48,50,6,3,14.0,-25,15,0,1,0,"[0, 1, 3, 2]"
5,5,47,4,1,rel4,1,2,rel,rel,low2,mid2,2,4,-5,-25,-5,-25,15,15,44,50,1,3,-28.0,-30,30,0,1,0,"[0, 1, 3, 2]"
6,6,49,4,1,rel4,1,2,rel,irr,mid2,irr,4,6,-25,0,-25,0,15,0,50,41,3,5,-28.0,-25,15,0,1,0,"[0, 1, 3, 2]"
7,7,58,4,2,rel4,1,2,rel,rel,low4,low2,3,2,5,15,-15,-5,5,15,42,44,4,1,21.0,-20,20,0,1,0,"[0, 1, 3, 2]"
8,8,45,4,1,rel4,1,2,rel,rel,low4,high3,3,1,-15,20,-15,20,5,-40,42,47,4,2,5.0,5,-35,0,1,0,"[0, 1, 3, 2]"
9,9,30,4,2,rel4,1,2,rel,rel,low4,mid2,3,4,5,15,-15,-25,5,15,42,50,4,3,16.0,-40,20,0,1,0,"[0, 1, 3, 2]"
10,10,9,4,1,rel4,1,2,rel,rel,mid2,low4,4,3,-25,-15,-25,-15,15,5,50,42,3,4,-41.0,-40,20,0,1,0,"[0, 1, 3, 2]"
11,11,5,4,1,rel4,1,2,rel,rel,mid2,low2,4,2,-25,-5,-25,-5,15,15,50,44,3,1,-29.0,-30,30,0,1,0,"[0, 1, 3, 2]"
12,12,32,4,2,rel4,1,2,rel,rel,low2,low4,2,3,15,5,-5,-15,15,5,44,42,1,4,22.0,-20,20,0,1,0,"[0, 1, 3, 2]"
13,13,35,4,1,rel4,1,2,rel,rel,low2,low4,2,3,-5,-15,-5,-15,15,5,44,42,1,4,-19.0,-20,20,0,1,0,"[0, 1, 3, 2]"
14,14,50,4,2,rel4,1,2,rel,irr,low4,irr,3,5,5,0,-15,0,5,0,42,48,4,6,3.0,-15,5,0,1,0,"[0, 1, 3, 2]"
15,15,42,4,2,rel4,1,2,rel,irr,low4,irr,3,6,5,0,-15,0,5,0,42,41,4,5,6.0,-15,5,0,1,0,"[0, 1, 3, 2]"
16,16,34,4,2,rel4,1,2,rel,rel,low2,low4,2,3,15,5,-5,-15,15,5,44,42,1,4,16.0,-20,20,0,1,0,"[0, 1, 3, 2]"
17,17,53,4,1,rel4,1,2,rel,rel,low2,low4,2,3,-5,-15,-5,-15,15,5,44,42,1,4,-19.0,-20,20,0,1,0,"[0, 1, 3, 2]"
18,18,19,4,1,rel4,1,2,rel,irr,low4,irr,3,5,-15,0,-15,0,5,0,42,48,4,6,-15.0,-15,5,0,1,0,"[0, 1, 3, 2]"
19,19,18,4,2,rel4,1,2,rel,rel,low4,high3,3,1,5,-40,-15,20,5,-40,42,47,4,2,-34.0,5,-35,0,1,0,"[0, 1, 3, 2]"
20,20,4,4,2,rel4,1,2,rel,rel,high3,low2,1,2,-40,15,20,-5,-40,15,47,44,2,1,-27.0,15,-25,0,1,1,"[0, 1, 3, 2]"
21,21,43,4,1,rel4,1,2,rel,rel,high3,mid2,1,4,20,-25,20,-25,-40,15,47,50,2,3,-4.0,-5,-25,0,1,0,"[0, 1, 3, 2]"
22,22,27,4,1,rel4,1,2,rel,rel,mid2,high3,4,1,-25,20,-25,20,15,-40,50,47,3,2,-3.0,-5,-25,0,1,0,"[0, 1, 3, 2]"
23,23,29,4,1,rel4,1,2,rel,irr,mid2,irr,4,6,-25,0,-25,0,15,0,50,41,3,5,-28.0,-25,15,0,1,0,"[0, 1, 3, 2]"
24,24,25,4,1,rel4,1,2,rel,rel,low2,low4,2,3,-5,-15,-5,-15,15,5,44,42,1,4,-19.0,-20,20,0,1,0,"[0, 1, 3, 2]"
25,25,20,4,2,rel4,1,2,rel,irr,low2,irr,2,6,15,0,-5,0,15,0,44,41,1,5,13.0,-5,15,0,1,0,"[0, 1, 3, 2]"
26,26,2,4,2,rel4,1,2,irr,rel,irr,low4,5,3,0,5,0,-15,0,5,48,42,6,4,9.0,-15,5,0,1,0,"[0, 1, 3, 2]"
27,27,38,4,2,rel4,1,2,rel,rel,low4,mid2,3,4,5,15,-15,-25,5,15,42,50,4,3,20.0,-40,20,0,1,1,"[0, 1, 3, 2]"
28,28,26,4,2,rel4,1,2,rel,irr,low2,irr,2,6,15,0,-5,0,15,0,44,41,1,5,18.0,-5,15,0,1,1,"[0, 1, 3, 2]"
29,29,6,4,2,rel4,1,2,rel,irr,high3,irr,1,5,-40,0,20,0,-40,0,47,48,2,6,-39.0,20,-40,1,1,0,"[0, 1, 3, 2]"
