,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
0,0,48,3,2,rel3,3,2,rel,irr,mid4,irr,2,6,25,0,-15,0,25,0,31,39,2,5,29.0,-15,25,0,1,0,"[1, 3, 2]",0
1,1,24,3,2,rel3,3,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,32,33,4,1,-14.0,25,-15,0,1,0,"[1, 3, 2]",0
2,2,14,3,2,rel3,3,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,32,39,4,5,-15.0,25,-15,0,1,0,"[1, 3, 2]",0
3,3,28,3,2,rel3,3,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,33,35,1,6,1.0,0,0,0,0,0,"[1, 3, 2]",0
4,4,46,3,2,rel3,3,2,irr,rel,irr,mid4,4,2,0,25,0,-15,0,25,33,31,1,2,29.0,-15,25,0,1,0,"[1, 3, 2]",0
5,5,10,3,2,rel3,3,2,rel,rel,mid1,mid4,1,2,-15,25,25,-15,-15,25,32,31,4,2,10.0,10,10,0,1,0,"[1, 3, 2]",0
6,6,58,3,2,rel3,3,2,rel,irr,high4,irr,3,6,40,0,-20,0,40,0,37,39,3,5,39.0,-20,40,0,1,0,"[1, 3, 2]",0
7,7,7,3,1,rel3,3,2,irr,rel,irr,high4,5,3,0,-20,0,-20,0,40,35,37,6,3,-20.0,-20,40,0,1,0,"[1, 3, 2]",0
8,8,9,3,1,rel3,3,2,rel,rel,mid4,high4,2,3,-15,-20,-15,-20,25,40,31,37,2,3,-35.0,-35,65,0,1,0,"[1, 3, 2]",0
9,9,45,3,1,rel3,3,2,rel,rel,mid1,mid4,1,2,25,-15,25,-15,-15,25,32,31,4,2,8.0,10,10,0,1,0,"[1, 3, 2]",0
10,10,31,3,1,rel3,3,2,rel,rel,high4,mid1,3,1,-20,25,-20,25,40,-15,37,32,3,4,8.0,5,25,0,1,0,"[1, 3, 2]",0
11,11,59,3,1,rel3,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,39,1,5,-2.0,0,0,0,0,0,"[1, 3, 2]",0
12,12,5,3,1,rel3,3,2,rel,rel,mid1,high4,1,3,25,-20,25,-20,-15,40,32,37,4,3,6.0,5,25,0,1,0,"[1, 3, 2]",0
13,13,39,3,1,rel3,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,39,1,5,0.0,0,0,0,0,0,"[1, 3, 2]",0
14,14,41,3,1,rel3,3,2,irr,rel,irr,high4,4,3,0,-20,0,-20,0,40,33,37,1,3,-22.0,-20,40,0,1,0,"[1, 3, 2]",0
15,15,36,3,2,rel3,3,2,rel,rel,high4,mid4,3,2,40,25,-20,-15,40,25,37,31,3,2,65.0,-35,65,0,1,0,"[1, 3, 2]",0
16,16,2,3,2,rel3,3,2,rel,rel,mid1,high4,1,3,-15,40,25,-20,-15,40,32,37,4,3,25.0,5,25,0,1,0,"[1, 3, 2]",0
17,17,22,3,2,rel3,3,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,39,35,5,6,-2.0,0,0,0,0,0,"[1, 3, 2]",0
18,18,40,3,2,rel3,3,2,irr,rel,irr,high4,6,3,0,40,0,-20,0,40,39,37,5,3,45.0,-20,40,1,1,0,"[1, 3, 2]",0
19,19,37,3,1,rel3,3,2,rel,irr,high4,irr,3,5,-20,0,-20,0,40,0,37,35,3,6,-20.0,-20,40,0,1,0,"[1, 3, 2]",1
20,20,34,3,2,rel3,3,2,irr,rel,irr,high4,5,3,0,40,0,-20,0,40,35,37,6,3,41.0,-20,40,0,1,0,"[1, 3, 2]",0
21,21,16,3,2,rel3,3,2,irr,rel,irr,mid4,5,2,0,25,0,-15,0,25,35,31,6,2,25.0,-15,25,0,1,0,"[1, 3, 2]",0
22,22,55,3,1,rel3,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,39,1,5,0.0,0,0,0,0,0,"[1, 3, 2]",0
23,23,25,3,1,rel3,3,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,33,32,1,4,25.0,25,-15,0,1,0,"[1, 3, 2]",0
24,24,49,3,1,rel3,3,2,rel,rel,mid4,high4,2,3,-15,-20,-15,-20,25,40,31,37,2,3,-33.0,-35,65,0,1,0,"[1, 3, 2]",0
25,25,8,3,2,rel3,3,2,rel,rel,high4,mid1,3,1,40,-15,-20,25,40,-15,37,32,3,4,26.0,5,25,1,1,0,"[1, 3, 2]",0
26,26,56,3,2,rel3,3,2,rel,irr,high4,irr,3,4,40,0,-20,0,40,0,37,33,3,1,39.0,-20,40,0,1,0,"[1, 3, 2]",0
27,27,43,3,1,rel3,3,2,rel,irr,mid1,irr,1,6,25,0,25,0,-15,0,32,39,4,5,25.0,25,-15,0,1,0,"[1, 3, 2]",0
28,28,15,3,1,rel3,3,2,irr,rel,irr,mid4,6,2,0,-15,0,-15,0,25,39,31,5,2,-15.0,-15,25,0,1,0,"[1, 3, 2]",0
29,29,54,3,2,rel3,3,2,irr,rel,irr,high4,4,3,0,40,0,-20,0,40,33,37,1,3,40.0,-20,40,0,1,0,"[1, 3, 2]",0
30,30,38,3,2,rel3,3,2,rel,irr,high4,irr,3,6,40,0,-20,0,40,0,37,39,3,5,37.0,-20,40,1,1,1,"[1, 3, 2]",0
31,31,51,3,1,rel3,3,2,rel,irr,mid4,irr,2,4,-15,0,-15,0,25,0,31,33,2,1,-17.0,-15,25,0,1,1,"[1, 3, 2]",0
32,32,52,3,2,rel3,3,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,33,32,1,4,-17.0,25,-15,0,1,0,"[1, 3, 2]",0
33,33,30,3,2,rel3,3,2,rel,rel,mid1,mid4,1,2,-15,25,25,-15,-15,25,32,31,4,2,8.0,10,10,1,1,1,"[1, 3, 2]",0
34,34,50,3,2,rel3,3,2,rel,rel,mid4,mid1,2,1,25,-15,-15,25,25,-15,31,32,2,4,11.0,10,10,0,1,1,"[1, 3, 2]",0
35,35,60,3,2,rel3,3,2,irr,rel,irr,mid1,5,1,0,-15,0,25,0,-15,35,32,6,4,-15.0,25,-15,0,1,1,"[1, 3, 2]",0
36,36,6,3,2,rel3,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,39,1,5,3.0,0,0,1,0,0,"[1, 3, 2]",0
37,37,4,3,2,rel3,3,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,39,33,5,1,-4.0,0,0,1,0,0,"[1, 3, 2]",0
38,38,13,3,1,rel3,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,39,1,5,-2.0,0,0,1,0,0,"[1, 3, 2]",0
39,39,17,3,1,rel3,3,2,irr,rel,irr,high4,5,3,0,-20,0,-20,0,40,35,37,6,3,-19.0,-20,40,0,1,1,"[1, 3, 2]",1
40,40,19,3,1,rel3,3,2,irr,rel,irr,high4,4,3,0,-20,0,-20,0,40,33,37,1,3,-18.0,-20,40,0,1,1,"[1, 3, 2]",0
41,41,26,3,2,rel3,3,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,32,39,4,5,-16.0,25,-15,1,1,1,"[1, 3, 2]",0
42,42,27,3,1,rel3,3,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,39,33,5,1,3.0,0,0,1,0,0,"[1, 3, 2]",0
43,43,44,3,2,rel3,3,2,irr,rel,irr,high4,6,3,0,40,0,-20,0,40,39,37,5,3,38.0,-20,40,0,1,1,"[1, 3, 2]",0
44,44,1,3,1,rel3,3,2,rel,rel,high4,mid4,3,2,-20,-15,-20,-15,40,25,37,31,3,2,-35.0,-35,65,1,1,1,"[1, 3, 2]",0
45,45,57,3,1,rel3,3,2,rel,irr,mid1,irr,1,6,25,0,25,0,-15,0,32,39,4,5,28.0,25,-15,0,1,0,"[1, 3, 2]",0
46,46,47,3,1,rel3,3,2,rel,irr,high4,irr,3,6,-20,0,-20,0,40,0,37,39,3,5,-19.0,-20,40,1,1,0,"[1, 3, 2]",0
47,47,3,3,1,rel3,3,2,irr,rel,irr,high4,6,3,0,-20,0,-20,0,40,39,37,5,3,-16.0,-20,40,0,1,1,"[1, 3, 2]",0
48,48,32,3,2,rel3,3,2,rel,rel,high4,mid1,3,1,40,-15,-20,25,40,-15,37,32,3,4,20.0,5,25,1,1,1,"[1, 3, 2]",0
49,49,12,3,2,rel3,3,2,rel,irr,high4,irr,3,6,40,0,-20,0,40,0,37,39,3,5,41.0,-20,40,1,1,0,"[1, 3, 2]",0
50,50,18,3,2,rel3,3,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,35,39,6,5,1.0,0,0,0,0,0,"[1, 3, 2]",0
51,51,35,3,1,rel3,3,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,35,32,6,4,28.0,25,-15,0,1,1,"[1, 3, 2]",0
52,52,53,3,1,rel3,3,2,rel,irr,high4,irr,3,6,-20,0,-20,0,40,0,37,39,3,5,-19.0,-20,40,1,1,1,"[1, 3, 2]",0
53,53,11,3,1,rel3,3,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,39,33,5,1,1.0,0,0,1,0,0,"[1, 3, 2]",0
54,54,42,3,2,rel3,3,2,rel,irr,high4,irr,3,4,40,0,-20,0,40,0,37,33,3,1,39.0,-20,40,1,1,0,"[1, 3, 2]",0
55,55,29,3,1,rel3,3,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,6,1,-1.0,0,0,0,0,0,"[1, 3, 2]",0
56,56,20,3,2,rel3,3,2,irr,rel,irr,high4,4,3,0,40,0,-20,0,40,33,37,1,3,39.0,-20,40,0,1,1,"[1, 3, 2]",0
57,57,33,3,1,rel3,3,2,irr,rel,irr,high4,5,3,0,-20,0,-20,0,40,35,37,6,3,-24.0,-20,40,0,1,0,"[1, 3, 2]",0
58,58,23,3,1,rel3,3,2,rel,rel,mid4,high4,2,3,-15,-20,-15,-20,25,40,31,37,2,3,-33.0,-35,65,1,1,1,"[1, 3, 2]",0
59,59,21,3,1,rel3,3,2,irr,rel,irr,mid4,5,2,0,-15,0,-15,0,25,35,31,6,2,-17.0,-15,25,1,1,1,"[1, 3, 2]",0
