,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,relevance_stim3,relevance_stim4,condition_stim1,condition_stim2,condition_stim3,condition_stim4,condition_id_stim1,condition_id_stim2,condition_id_stim3,condition_id_stim4,outcome_rel_stim1,outcome_rel_stim2,outcome_rel_stim3,outcome_rel_stim4,outcome_t1_stim1,outcome_t1_stim2,outcome_t1_stim3,outcome_t1_stim4,outcome_t2_stim1,outcome_t2_stim2,outcome_t2_stim3,outcome_t2_stim4,stim_stim1,stim_stim2,stim_stim3,stim_stim4,stim_positions_stim1,stim_positions_stim2,stim_positions_stim3,stim_positions_stim4,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
0,0,3,3,1,rel3,5,4,irr,rel,irr,rel,irr,high2,irr,low1,4,3,6,1,0,-40,0,5,0,-40,0,5,0,20,0,-15,40,33,37,35,3,5,2,6,-32.0,-35,5,0,1,0,"[4, 0, 5]",0
1,1,14,3,2,rel3,5,4,irr,irr,rel,irr,irr,irr,low4,irr,5,4,2,6,0,0,5,0,0,0,-15,0,0,0,5,0,32,40,31,37,4,3,1,2,4.0,-15,5,0,1,0,"[4, 0, 5]",0
2,2,10,3,2,rel3,5,4,irr,rel,irr,rel,irr,high2,irr,low1,4,3,6,1,0,20,0,-15,0,-40,0,5,0,20,0,-15,40,33,37,35,3,5,2,6,6.0,-35,5,0,1,0,"[4, 0, 5]",0
3,3,20,3,2,rel3,5,4,rel,irr,rel,rel,high2,irr,low1,low4,3,5,1,2,20,0,-15,5,-40,0,5,-15,20,0,-15,5,33,32,35,31,5,4,6,1,9.0,-50,10,0,1,0,"[4, 0, 5]",0
4,4,5,3,1,rel3,5,4,rel,rel,rel,irr,low4,high2,low1,irr,2,3,1,5,-15,-40,5,0,-15,-40,5,0,5,20,-15,0,31,33,35,32,1,5,6,4,-47.0,-50,10,0,1,0,"[4, 0, 5]",0
5,5,2,3,2,rel3,5,4,irr,rel,irr,rel,irr,low1,irr,high2,4,1,6,3,0,-15,0,20,0,5,0,-40,0,-15,0,20,40,35,37,33,3,6,2,5,6.0,-35,5,0,1,0,"[4, 0, 5]",0
6,6,13,3,1,rel3,5,4,irr,rel,rel,irr,irr,low4,low1,irr,5,2,1,4,0,-15,5,0,0,-15,5,0,0,5,-15,0,32,31,35,40,4,1,6,3,-9.0,-10,-10,0,1,0,"[4, 0, 5]",1
7,7,6,3,2,rel3,5,4,rel,rel,rel,irr,low4,low1,high2,irr,2,1,3,6,5,-15,20,0,-15,5,-40,0,5,-15,20,0,31,35,33,37,1,6,5,2,5.0,-50,10,0,1,0,"[4, 0, 5]",0
8,8,11,3,1,rel3,5,4,rel,rel,irr,irr,high2,low1,irr,irr,3,1,6,5,-40,5,0,0,-40,5,0,0,20,-15,0,0,33,35,37,32,5,6,2,4,-35.0,-35,5,0,1,0,"[4, 0, 5]",0
9,9,9,3,1,rel3,5,4,irr,rel,rel,rel,irr,low1,high2,low4,5,1,3,2,0,5,-40,-15,0,5,-40,-15,0,-15,20,5,32,35,33,31,4,6,5,1,-52.0,-50,10,0,1,0,"[4, 0, 5]",0
10,10,19,3,1,rel3,5,4,irr,rel,rel,irr,irr,low1,low4,irr,5,1,2,6,0,5,-15,0,0,5,-15,0,0,-15,5,0,32,35,31,37,4,6,1,2,-7.0,-10,-10,0,1,0,"[4, 0, 5]",0
11,11,16,3,2,rel3,5,4,rel,irr,rel,irr,low1,irr,low4,irr,1,4,2,5,-15,0,5,0,5,0,-15,0,-15,0,5,0,35,40,31,32,6,3,1,4,-12.0,-10,-10,0,1,0,"[4, 0, 5]",0
12,12,12,3,2,rel3,5,4,rel,rel,rel,irr,high2,low4,low1,irr,3,2,1,4,20,5,-15,0,-40,-15,5,0,20,5,-15,0,33,31,35,40,5,1,6,3,11.0,-50,10,0,1,0,"[4, 0, 5]",0
13,13,7,3,1,rel3,5,4,irr,irr,rel,irr,irr,irr,low4,irr,4,6,2,5,0,0,-15,0,0,0,-15,0,0,0,5,0,40,37,31,32,3,2,1,4,-15.0,-15,5,1,1,1,"[4, 0, 5]",1
14,14,17,3,1,rel3,5,4,rel,irr,rel,irr,low4,irr,high2,irr,2,4,3,6,-15,0,-40,0,-15,0,-40,0,5,0,20,0,31,40,33,37,1,3,5,2,-54.0,-55,25,1,1,1,"[4, 0, 5]",0
15,15,8,3,2,rel3,5,4,rel,irr,irr,irr,low1,irr,irr,irr,1,4,6,5,-15,0,0,0,5,0,0,0,-15,0,0,0,35,40,37,32,6,3,2,4,-16.0,5,-15,1,1,1,"[4, 0, 5]",0
16,16,18,3,2,rel3,5,4,rel,rel,rel,irr,low1,high2,low4,irr,1,3,2,4,-15,20,5,0,5,-40,-15,0,-15,20,5,0,35,33,31,40,6,5,1,3,10.0,-50,10,1,1,0,"[4, 0, 5]",0
17,17,1,3,1,rel3,5,4,irr,rel,irr,irr,irr,low4,irr,irr,5,2,4,6,0,-15,0,0,0,-15,0,0,0,5,0,0,32,31,40,37,4,1,3,2,-19.0,-15,5,1,1,0,"[4, 0, 5]",0
18,18,15,3,1,rel3,5,4,rel,irr,rel,irr,high2,irr,low4,irr,3,5,2,6,-40,0,-15,0,-40,0,-15,0,20,0,5,0,33,32,31,37,5,4,1,2,-56.0,-55,25,0,1,0,"[4, 0, 5]",0
19,19,4,3,2,rel3,5,4,irr,rel,irr,irr,irr,low1,irr,irr,6,1,4,5,0,-15,0,0,0,5,0,0,0,-15,0,0,37,35,40,32,2,6,3,4,-17.0,5,-15,0,1,0,"[4, 0, 5]",0
