,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
0,0,59,4,1,rel4,0,2,irr,rel,irr,low1,6,3,0,5,0,5,0,-15,50,42,6,4,4.0,5,-15,0,1,0,"[2, 0, 1, 3]",0
1,1,37,4,1,rel4,0,2,irr,rel,irr,low1,5,3,0,5,0,5,0,-15,49,42,5,4,9.0,5,-15,0,1,0,"[2, 0, 1, 3]",0
2,2,54,4,2,rel4,0,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,50,49,6,5,3.0,0,0,0,0,0,"[2, 0, 1, 3]",0
3,3,26,4,2,rel4,0,2,rel,irr,low4,irr,4,5,5,0,-15,0,5,0,43,49,3,5,5.0,-15,5,0,1,0,"[2, 0, 1, 3]",0
4,4,47,4,1,rel4,0,2,rel,irr,mid1,irr,1,5,25,0,25,0,-15,0,46,49,1,5,29.0,25,-15,0,1,0,"[2, 0, 1, 3]",0
5,5,2,4,2,rel4,0,2,rel,rel,mid1,low1,1,3,-15,-15,25,5,-15,-15,46,42,1,4,-30.0,30,-30,0,1,0,"[2, 0, 1, 3]",0
6,6,40,4,2,rel4,0,2,rel,rel,mid3,mid1,2,1,-25,-15,15,25,-25,-15,48,46,2,1,-42.0,40,-40,0,1,0,"[2, 0, 1, 3]",0
7,7,48,4,2,rel4,0,2,rel,rel,mid3,low1,2,3,-25,-15,15,5,-25,-15,48,42,2,4,-40.0,20,-40,0,1,0,"[2, 0, 1, 3]",0
8,8,53,4,1,rel4,0,2,rel,rel,low4,low1,4,3,-15,5,-15,5,5,-15,43,42,3,4,-14.0,-10,-10,0,1,0,"[2, 0, 1, 3]",0
9,9,42,4,2,rel4,0,2,rel,rel,mid3,low1,2,3,-25,-15,15,5,-25,-15,48,42,2,4,-42.0,20,-40,0,1,0,"[2, 0, 1, 3]",0
10,10,41,4,1,rel4,0,2,irr,rel,irr,low4,6,4,0,-15,0,-15,0,5,50,43,6,3,-17.0,-15,5,0,1,0,"[2, 0, 1, 3]",0
11,11,13,4,1,rel4,0,2,rel,rel,low4,low1,4,3,-15,5,-15,5,5,-15,43,42,3,4,-10.0,-10,-10,0,1,0,"[2, 0, 1, 3]",0
12,12,34,4,2,rel4,0,2,irr,rel,irr,mid3,6,2,0,-25,0,15,0,-25,50,48,6,2,-27.0,15,-25,0,1,0,"[2, 0, 1, 3]",0
13,13,7,4,1,rel4,0,2,rel,rel,low1,mid3,3,2,5,15,5,15,-15,-25,42,48,4,2,20.0,20,-40,0,1,0,"[2, 0, 1, 3]",0
14,14,51,4,1,rel4,0,2,irr,rel,irr,mid3,5,2,0,15,0,15,0,-25,49,48,5,2,10.0,15,-25,0,1,0,"[2, 0, 1, 3]",0
15,15,3,4,1,rel4,0,2,irr,rel,irr,mid3,6,2,0,15,0,15,0,-25,50,48,6,2,12.0,15,-25,0,1,1,"[2, 0, 1, 3]",0
16,16,45,4,1,rel4,0,2,rel,rel,low4,mid3,4,2,-15,15,-15,15,5,-25,43,48,3,2,-1.0,0,-20,0,1,0,"[2, 0, 1, 3]",0
17,17,32,4,2,rel4,0,2,rel,rel,mid3,low1,2,3,-25,-15,15,5,-25,-15,48,42,2,4,-42.0,20,-40,0,1,1,"[2, 0, 1, 3]",0
18,18,14,4,2,rel4,0,2,irr,rel,irr,low4,5,4,0,5,0,-15,0,5,49,43,5,3,3.0,-15,5,0,1,0,"[2, 0, 1, 3]",0
