,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
0,0,25,2,1,rel2,4,2,irr,rel,irr,mid1,3,1,0,25,0,25,0,-15,25,22,2,5,29.0,25,-15,0,1,0,"[4, 3]",0
1,1,21,2,1,rel2,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,29,6,1,-5.0,0,0,0,0,0,"[4, 3]",0
2,2,9,2,1,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,23,21,3,6,0.0,0,0,0,0,0,"[4, 3]",0
3,3,53,2,1,rel2,4,2,rel,irr,mid1,irr,1,5,25,0,25,0,-15,0,22,29,5,1,24.0,25,-15,0,1,0,"[4, 3]",0
4,4,7,2,1,rel2,4,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,25,21,2,6,-2.0,0,0,0,0,0,"[4, 3]",0
5,5,31,2,1,rel2,4,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,25,29,2,1,1.0,0,0,0,0,0,"[4, 3]",0
6,6,59,2,1,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,23,21,3,6,1.0,0,0,0,0,0,"[4, 3]",0
7,7,58,2,2,rel2,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,23,6,3,3.0,0,0,0,0,0,"[4, 3]",0
8,8,30,2,2,rel2,4,2,rel,irr,high2,irr,2,5,20,0,-40,0,20,0,27,29,4,1,22.0,-40,20,0,1,0,"[4, 3]",0
9,9,1,2,1,rel2,4,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,22,23,5,3,27.0,25,-15,0,1,0,"[4, 3]",0
10,10,35,2,1,rel2,4,2,rel,irr,high2,irr,2,5,-40,0,-40,0,20,0,27,29,4,1,-42.0,-40,20,0,1,0,"[4, 3]",0
11,11,3,2,1,rel2,4,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,22,23,5,3,26.0,25,-15,0,1,0,"[4, 3]",0
12,12,22,2,2,rel2,4,2,irr,rel,irr,high2,3,2,0,20,0,-40,0,20,25,27,2,4,22.0,-40,20,0,1,0,"[4, 3]",0
13,13,10,2,2,rel2,4,2,irr,rel,irr,high2,3,2,0,20,0,-40,0,20,25,27,2,4,22.0,-40,20,0,1,0,"[4, 3]",0
14,14,28,2,2,rel2,4,2,rel,irr,high2,irr,2,4,20,0,-40,0,20,0,27,23,4,3,21.0,-40,20,0,1,0,"[4, 3]",0
15,15,41,2,1,rel2,4,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,29,23,1,3,3.0,0,0,0,0,0,"[4, 3]",0
16,16,17,2,1,rel2,4,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,23,22,3,5,27.0,25,-15,0,1,1,"[4, 3]",0
17,17,37,2,1,rel2,4,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,23,22,3,5,26.0,25,-15,0,1,0,"[4, 3]",0
18,18,46,2,2,rel2,4,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,29,23,1,3,0.0,0,0,0,0,0,"[4, 3]",0
19,19,47,2,1,rel2,4,2,irr,rel,irr,high2,6,2,0,-40,0,-40,0,20,21,27,6,4,-40.0,-40,20,0,1,1,"[4, 3]",1
20,20,19,2,1,rel2,4,2,rel,irr,high2,irr,2,3,-40,0,-40,0,20,0,27,25,4,2,-36.0,-40,20,0,1,0,"[4, 3]",0
21,21,56,2,2,rel2,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,23,6,3,-1.0,0,0,0,0,0,"[4, 3]",0
22,22,24,2,2,rel2,4,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,29,25,1,2,-2.0,0,0,1,0,0,"[4, 3]",0
23,23,42,2,2,rel2,4,2,rel,rel,mid1,high2,1,2,-15,20,25,-40,-15,20,22,27,5,4,2.0,-15,5,0,1,0,"[4, 3]",0
24,24,55,2,1,rel2,4,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,29,25,1,2,-1.0,0,0,0,0,0,"[4, 3]",0
25,25,29,2,1,rel2,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,29,6,1,1.0,0,0,0,0,0,"[4, 3]",0
26,26,26,2,2,rel2,4,2,rel,rel,mid1,high2,1,2,-15,20,25,-40,-15,20,22,27,5,4,3.0,-15,5,0,1,0,"[4, 3]",0
27,27,36,2,2,rel2,4,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,29,21,1,6,3.0,0,0,1,0,0,"[4, 3]",0
28,28,14,2,2,rel2,4,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,22,23,5,3,-13.0,25,-15,0,1,0,"[4, 3]",0
29,29,13,2,1,rel2,4,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,23,25,3,2,0.0,0,0,0,0,0,"[4, 3]",0
30,30,44,2,2,rel2,4,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,22,21,5,6,-16.0,25,-15,1,1,0,"[4, 3]",0
31,31,34,2,2,rel2,4,2,rel,irr,high2,irr,2,3,20,0,-40,0,20,0,27,25,4,2,18.0,-40,20,1,1,1,"[4, 3]",0
32,32,50,2,2,rel2,4,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,25,21,2,6,-1.0,0,0,1,0,0,"[4, 3]",0
33,33,52,2,2,rel2,4,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,25,21,2,6,-2.0,0,0,0,0,0,"[4, 3]",0
34,34,51,2,1,rel2,4,2,rel,irr,mid1,irr,1,3,25,0,25,0,-15,0,22,25,5,2,26.0,25,-15,0,1,1,"[4, 3]",0
35,35,40,2,2,rel2,4,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,23,25,3,2,1.0,0,0,0,0,0,"[4, 3]",0
36,36,39,2,1,rel2,4,2,rel,irr,mid1,irr,1,3,25,0,25,0,-15,0,22,25,5,2,26.0,25,-15,0,1,1,"[4, 3]",0
37,37,20,2,2,rel2,4,2,rel,irr,high2,irr,2,5,20,0,-40,0,20,0,27,29,4,1,20.0,-40,20,1,1,0,"[4, 3]",0
38,38,27,2,1,rel2,4,2,rel,irr,high2,irr,2,6,-40,0,-40,0,20,0,27,21,4,6,-37.0,-40,20,1,1,0,"[4, 3]",0
39,39,49,2,1,rel2,4,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,25,29,2,1,-1.0,0,0,1,0,0,"[4, 3]",1
40,40,54,2,2,rel2,4,2,rel,irr,high2,irr,2,3,20,0,-40,0,20,0,27,25,4,2,22.0,-40,20,0,1,0,"[4, 3]",0
41,41,2,2,2,rel2,4,2,rel,irr,high2,irr,2,4,20,0,-40,0,20,0,27,23,4,3,20.0,-40,20,1,1,0,"[4, 3]",0
42,42,12,2,2,rel2,4,2,rel,irr,high2,irr,2,3,20,0,-40,0,20,0,27,25,4,2,19.0,-40,20,1,1,0,"[4, 3]",0
43,43,8,2,2,rel2,4,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,25,21,2,6,1.0,0,0,1,0,0,"[4, 3]",0
44,44,15,2,1,rel2,4,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,29,23,1,3,2.0,0,0,1,0,0,"[4, 3]",0
45,45,23,2,1,rel2,4,2,irr,rel,irr,mid1,3,1,0,25,0,25,0,-15,25,22,2,5,23.0,25,-15,0,1,1,"[4, 3]",0
46,46,32,2,2,rel2,4,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,22,23,5,3,-14.0,25,-15,0,1,1,"[4, 3]",0
47,47,4,2,2,rel2,4,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,25,21,2,6,1.0,0,0,1,0,0,"[4, 3]",0
48,48,60,2,2,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,23,21,3,6,0.0,0,0,1,0,0,"[4, 3]",0
49,49,48,2,2,rel2,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,29,6,1,0.0,0,0,1,0,0,"[4, 3]",0
50,50,11,2,1,rel2,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,23,6,3,0.0,0,0,0,0,0,"[4, 3]",0
51,51,5,2,1,rel2,4,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,23,25,3,2,-1.0,0,0,1,0,0,"[4, 3]",0
52,52,57,2,1,rel2,4,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,23,29,3,1,0.0,0,0,0,0,0,"[4, 3]",0
53,53,43,2,1,rel2,4,2,rel,rel,high2,mid1,2,1,-40,25,-40,25,20,-15,27,22,4,5,-15.0,-15,5,0,1,0,"[4, 3]",0
54,54,6,2,2,rel2,4,2,rel,irr,high2,irr,2,4,20,0,-40,0,20,0,27,23,4,3,17.0,-40,20,1,1,0,"[4, 3]",0
55,55,45,2,1,rel2,4,2,rel,rel,mid1,high2,1,2,25,-40,25,-40,-15,20,22,27,5,4,-15.0,-15,5,0,1,1,"[4, 3]",0
56,56,16,2,2,rel2,4,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,21,22,6,5,-18.0,25,-15,1,1,0,"[4, 3]",0
