,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,18,2,2,rel2,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,27,22,5,2,1.0,0,0,0,0,0,"[5, 3]"
1,1,19,2,1,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,28,22,1,2,2.0,0,0,0,0,0,"[5, 3]"
2,2,7,2,1,rel2,5,2,irr,rel,irr,low4,6,2,0,-15,0,-15,0,5,22,29,2,4,-13.0,-15,5,0,1,0,"[5, 3]"
3,3,60,2,2,rel2,5,2,irr,rel,irr,mid1,3,1,0,-15,0,25,0,-15,21,26,3,6,-16.0,25,-15,0,1,0,"[5, 3]"
4,4,56,2,2,rel2,5,2,irr,rel,irr,mid1,3,1,0,-15,0,25,0,-15,21,26,3,6,-14.0,25,-15,0,1,0,"[5, 3]"
5,5,11,2,1,rel2,5,2,irr,rel,irr,low4,3,2,0,-15,0,-15,0,5,21,29,3,4,-16.0,-15,5,0,1,0,"[5, 3]"
6,6,44,2,2,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,28,21,1,3,-1.0,0,0,0,0,0,"[5, 3]"
7,7,29,2,1,rel2,5,2,irr,rel,irr,mid1,3,1,0,25,0,25,0,-15,21,26,3,6,26.0,25,-15,0,1,0,"[5, 3]"
8,8,27,2,1,rel2,5,2,rel,irr,mid1,irr,1,3,25,0,25,0,-15,0,26,21,6,3,26.0,25,-15,0,1,0,"[5, 3]"
9,9,42,2,2,rel2,5,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,22,26,2,6,-17.0,25,-15,0,1,0,"[5, 3]"
10,10,25,2,1,rel2,5,2,rel,irr,low4,irr,2,5,-15,0,-15,0,5,0,29,27,4,5,-16.0,-15,5,0,1,0,"[5, 3]"
11,11,32,2,2,rel2,5,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,26,27,6,5,-17.0,25,-15,0,1,0,"[5, 3]"
12,12,41,2,1,rel2,5,2,irr,rel,irr,low4,3,2,0,-15,0,-15,0,5,21,29,3,4,-12.0,-15,5,0,1,0,"[5, 3]"
13,13,14,2,2,rel2,5,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,28,27,1,5,-1.0,0,0,0,0,0,"[5, 3]"
14,14,5,2,1,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,28,21,1,3,-1.0,0,0,0,0,0,"[5, 3]"
15,15,16,2,2,rel2,5,2,rel,rel,low4,mid1,2,1,5,-15,-15,25,5,-15,29,26,4,6,-11.0,10,-10,0,1,1,"[5, 3]"
16,16,57,2,1,rel2,5,2,rel,irr,low4,irr,2,5,-15,0,-15,0,5,0,29,27,4,5,-11.0,-15,5,0,1,1,"[5, 3]"
