,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
0,0,20,4,2,rel4,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,43,41,6,5,1.0,0,0,0,0,0,"[3, 1, 0, 2]"
1,1,45,4,1,rel4,1,2,rel,rel,mid4,low4,2,3,-15,-15,-15,-15,25,5,42,50,4,3,-32.0,-30,30,0,1,0,"[3, 1, 0, 2]"
2,2,1,4,1,rel4,1,2,irr,rel,irr,mid4,5,2,0,-15,0,-15,0,25,43,42,6,4,-15.0,-15,25,0,1,0,"[3, 1, 0, 2]"
3,3,54,4,2,rel4,1,2,rel,irr,high1,irr,1,6,-20,0,40,0,-20,0,46,41,2,5,-19.0,40,-20,0,1,0,"[3, 1, 0, 2]"
4,4,43,4,1,rel4,1,2,rel,rel,high4,low4,4,3,-20,-15,-20,-15,40,5,49,50,1,3,-37.0,-35,45,0,1,0,"[3, 1, 0, 2]"
5,5,26,4,2,rel4,1,2,irr,rel,irr,mid4,5,2,0,25,0,-15,0,25,43,42,6,4,22.0,-15,25,0,1,0,"[3, 1, 0, 2]"
6,6,31,4,1,rel4,1,2,rel,irr,low4,irr,3,5,-15,0,-15,0,5,0,50,43,3,6,-12.0,-15,5,0,1,0,"[3, 1, 0, 2]"
7,7,30,4,2,rel4,1,2,rel,rel,high4,high1,4,1,40,-20,-20,40,40,-20,49,46,1,2,16.0,20,20,0,1,0,"[3, 1, 0, 2]"
8,8,3,4,1,rel4,1,2,rel,irr,mid4,irr,2,6,-15,0,-15,0,25,0,42,41,4,5,-15.0,-15,25,0,1,0,"[3, 1, 0, 2]"
9,9,17,4,1,rel4,1,2,irr,rel,irr,low4,6,3,0,-15,0,-15,0,5,41,50,5,3,-16.0,-15,5,0,1,0,"[3, 1, 0, 2]"
10,10,12,4,2,rel4,1,2,irr,rel,irr,low4,6,3,0,5,0,-15,0,5,41,50,5,3,7.0,-15,5,0,1,0,"[3, 1, 0, 2]"
11,11,47,4,1,rel4,1,2,irr,rel,irr,high1,5,1,0,40,0,40,0,-20,43,46,6,2,41.0,40,-20,0,1,0,"[3, 1, 0, 2]"
12,12,56,4,2,rel4,1,2,rel,rel,high4,mid4,4,2,40,25,-20,-15,40,25,49,42,1,4,66.0,-35,65,0,1,0,"[3, 1, 0, 2]"
13,13,27,4,1,rel4,1,2,irr,rel,irr,mid4,6,2,0,-15,0,-15,0,25,41,42,5,4,-14.0,-15,25,0,1,0,"[3, 1, 0, 2]"
14,14,41,4,1,rel4,1,2,irr,rel,irr,high1,6,1,0,40,0,40,0,-20,41,46,5,2,39.0,40,-20,0,1,1,"[3, 1, 0, 2]"
15,15,33,4,1,rel4,1,2,irr,rel,irr,high1,6,1,0,40,0,40,0,-20,41,46,5,2,42.0,40,-20,0,1,1,"[3, 1, 0, 2]"
16,16,10,4,2,rel4,1,2,rel,rel,low4,high1,3,1,5,-20,-15,40,5,-20,50,46,3,2,-19.0,25,-15,0,1,0,"[3, 1, 0, 2]"
17,17,8,4,2,rel4,1,2,irr,rel,irr,high4,6,4,0,40,0,-20,0,40,41,49,5,1,40.0,-20,40,0,1,0,"[3, 1, 0, 2]"
18,18,23,4,1,rel4,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,43,41,6,5,2.0,0,0,1,0,0,"[3, 1, 0, 2]"
19,19,37,4,1,rel4,1,2,rel,rel,high1,low4,1,3,40,-15,40,-15,-20,5,46,50,2,3,26.0,25,-15,0,1,0,"[3, 1, 0, 2]"
20,20,48,4,2,rel4,1,2,rel,irr,low4,irr,3,5,5,0,-15,0,5,0,50,43,3,6,3.0,-15,5,0,1,0,"[3, 1, 0, 2]"
21,21,2,4,2,rel4,1,2,rel,irr,high4,irr,4,6,40,0,-20,0,40,0,49,41,1,5,36.0,-20,40,1,1,0,"[3, 1, 0, 2]"
22,22,51,4,1,rel4,1,2,rel,rel,high4,low4,4,3,-20,-15,-20,-15,40,5,49,50,1,3,-33.0,-35,45,1,1,0,"[3, 1, 0, 2]"
23,23,32,4,2,rel4,1,2,irr,rel,irr,high1,6,1,0,-20,0,40,0,-20,41,46,5,2,-21.0,40,-20,0,1,0,"[3, 1, 0, 2]"
24,24,59,4,1,rel4,1,2,rel,rel,high4,low4,4,3,-20,-15,-20,-15,40,5,49,50,1,3,-34.0,-35,45,0,1,0,"[3, 1, 0, 2]"
25,25,36,4,2,rel4,1,2,rel,irr,low4,irr,3,5,5,0,-15,0,5,0,50,43,3,6,6.0,-15,5,0,1,1,"[3, 1, 0, 2]"
26,26,34,4,2,rel4,1,2,irr,rel,irr,mid4,5,2,0,25,0,-15,0,25,43,42,6,4,23.0,-15,25,0,1,0,"[3, 1, 0, 2]"
27,27,46,4,2,rel4,1,2,rel,rel,high4,high1,4,1,40,-20,-20,40,40,-20,49,46,1,2,21.0,20,20,1,1,1,"[3, 1, 0, 2]"
28,28,44,4,2,rel4,1,2,rel,rel,low4,mid4,3,2,5,25,-15,-15,5,25,50,42,3,4,31.0,-30,30,0,1,0,"[3, 1, 0, 2]"
29,29,39,4,1,rel4,1,2,rel,rel,low4,mid4,3,2,-15,-15,-15,-15,5,25,50,42,3,4,-27.0,-30,30,1,1,1,"[3, 1, 0, 2]"
30,30,50,4,2,rel4,1,2,rel,irr,mid4,irr,2,5,25,0,-15,0,25,0,42,43,4,6,23.0,-15,25,0,1,0,"[3, 1, 0, 2]"
31,31,19,4,1,rel4,1,2,rel,rel,high4,high1,4,1,-20,40,-20,40,40,-20,49,46,1,2,16.0,20,20,0,1,0,"[3, 1, 0, 2]"
32,32,5,4,1,rel4,1,2,rel,rel,mid4,high1,2,1,-15,40,-15,40,25,-20,42,46,4,2,28.0,25,5,0,1,0,"[3, 1, 0, 2]"
33,33,21,4,1,rel4,1,2,rel,rel,mid4,high1,2,1,-15,40,-15,40,25,-20,42,46,4,2,26.0,25,5,0,1,1,"[3, 1, 0, 2]"
34,34,16,4,2,rel4,1,2,rel,irr,high1,irr,1,6,-20,0,40,0,-20,0,46,41,2,5,-18.0,40,-20,1,1,0,"[3, 1, 0, 2]"
35,35,4,4,2,rel4,1,2,rel,irr,mid4,irr,2,6,25,0,-15,0,25,0,42,41,4,5,24.0,-15,25,0,1,0,"[3, 1, 0, 2]"
36,36,24,4,2,rel4,1,2,rel,irr,high4,irr,4,5,40,0,-20,0,40,0,49,43,1,6,43.0,-20,40,1,1,0,"[3, 1, 0, 2]"
37,37,7,4,1,rel4,1,2,irr,rel,irr,mid4,5,2,0,-15,0,-15,0,25,43,42,6,4,-14.0,-15,25,0,1,1,"[3, 1, 0, 2]"
38,38,40,4,2,rel4,1,2,irr,rel,irr,high1,5,1,0,-20,0,40,0,-20,43,46,6,2,-21.0,40,-20,0,1,1,"[3, 1, 0, 2]"
39,39,52,4,2,rel4,1,2,rel,rel,mid4,high1,2,1,25,-20,-15,40,25,-20,42,46,4,2,3.0,25,5,1,1,1,"[3, 1, 0, 2]"
40,40,6,4,2,rel4,1,2,irr,rel,irr,high4,5,4,0,40,0,-20,0,40,43,49,6,1,42.0,-20,40,1,1,1,"[3, 1, 0, 2]"
41,41,42,4,2,rel4,1,2,rel,irr,high1,irr,1,5,-20,0,40,0,-20,0,46,43,2,6,-23.0,40,-20,1,1,1,"[3, 1, 0, 2]"
42,42,29,4,1,rel4,1,2,irr,rel,irr,high4,5,4,0,-20,0,-20,0,40,43,49,6,1,-22.0,-20,40,0,1,1,"[3, 1, 0, 2]"
43,43,28,4,2,rel4,1,2,rel,irr,mid4,irr,2,6,25,0,-15,0,25,0,42,41,4,5,29.0,-15,25,1,1,0,"[3, 1, 0, 2]"
44,44,25,4,1,rel4,1,2,rel,irr,mid4,irr,2,6,-15,0,-15,0,25,0,42,41,4,5,-14.0,-15,25,1,1,0,"[3, 1, 0, 2]"
