stimulus,outcome,ISI,ITI,stim3_state,reversal,trial_type,expectedness,trial_since_reversal,sigma_switch,reinforcement_low,reinforcement_high,stim1_pct,stim2_pct,stim3_pct,alpha,no_decisions_per_type,oddball_cutoff
stim1,0,2395,2221,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2719,2951,low,0,rating,regular,2,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2587,2442,low,0,rating,regular,3,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2307,2552,low,0,rating,regular,4,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2518,2541,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2742,2881,low,0,rating,regular,5,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2446,2245,low,0,rating,regular,6,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2576,2473,low,0,rating,regular,7,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2643,2490,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2519,2584,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2391,2670,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2686,2777,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2724,2629,low,0,rating,oddball,8,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2493,2524,low,0,rating,regular,9,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2411,2670,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim2_,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2206,2169,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2780,2298,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2262,2269,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2706,2212,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2716,2757,low,0,rating,oddball,10,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2206,2851,low,0,rating,regular,11,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2359,2520,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2520,2523,low,0,rating,regular,12,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2666,2116,low,0,rating,oddball,13,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2685,2325,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2509,2330,low,0,rating,oddball,14,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim2_,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2927,2690,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2697,2717,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2859,2733,low,0,rating,regular,15,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,0,2354,2582,high,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2615,2655,low,0,rating,regular,16,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2353,2647,low,0,rating,regular,17,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2449,2418,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2751,2735,low,0,rating,regular,18,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2727,2289,high,1,rating,oddball-early,1,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2428,2448,high,1,rating,regular,2,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2778,2444,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2511,2103,high,1,rating,regular,3,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim2_,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2232,2725,high,1,rating,regular,4,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2435,2499,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2377,2322,high,1,rating,regular,5,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2495,2516,high,1,rating,regular,6,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2719,2467,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2653,2520,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2179,2664,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2554,2580,high,1,rating,regular,7,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2284,2415,high,1,rating,regular,8,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2233,2843,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2827,2455,high,1,rating,regular,9,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2492,2454,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2698,2503,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim2_,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2138,2373,high,1,rating,regular,10,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2189,2374,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2608,2597,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2481,2439,high,1,rating,regular,11,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2470,2607,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2444,2694,high,1,rating,oddball,12,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2282,2196,high,1,rating,regular,13,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,0,2399,2249,high,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2471,2545,high,1,rating,regular,14,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2298,2462,low,2,rating,regular,1,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2514,2278,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2183,2566,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2728,2853,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2482,2742,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim3_low,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2463,2665,low,2,rating,regular,2,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2805,2326,low,2,rating,regular,3,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2649,2419,low,2,rating,regular,4,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2228,2342,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2278,2557,low,2,rating,regular,5,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2661,2190,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2521,2032,low,2,rating,regular,6,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2797,2386,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim3_low,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2499,2630,low,2,rating,oddball,7,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2349,2468,low,2,rating,regular,8,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2443,2587,low,2,rating,regular,9,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2739,2525,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2773,2409,low,2,rating,regular,10,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2951,2273,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2520,2540,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2359,2292,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2499,2343,low,2,rating,regular,11,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2426,2659,low,2,rating,oddball,12,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2254,2461,low,2,rating,regular,13,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2415,2733,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim3_low,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2863,2503,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2234,2666,high,3,rating,regular,1,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2586,2776,high,3,rating,regular,2,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2192,2280,high,3,rating,regular,3,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2543,2701,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2615,2646,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2347,2463,high,3,rating,regular,4,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2552,2730,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2492,2697,high,3,rating,regular,5,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2764,2327,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim3_low,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2364,2591,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2601,2526,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2612,2520,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2766,2731,high,3,rating,regular,6,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2040,2474,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2782,2472,high,3,rating,regular,7,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2658,2516,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2518,2350,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2219,2574,high,3,rating,regular,8,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2941,2354,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2202,2594,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim3_high,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2267,2315,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2595,2480,high,3,rating,regular,9,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2635,2516,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2551,2345,high,3,rating,regular,10,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,0,2555,2737,high,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2494,2591,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2227,2123,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2346,2270,high,3,rating,regular,11,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2738,2518,high,3,rating,regular,12,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2098,2562,high,3,rating,regular,13,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2604,2548,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2431,2536,low,4,rating,oddball-early,1,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2500,2472,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2595,2361,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2405,2386,low,4,rating,regular,2,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2715,2310,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim3_high,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2518,2248,low,4,rating,regular,3,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2602,2229,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2007,2240,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2572,2702,low,4,rating,regular,4,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2590,2527,low,4,rating,regular,5,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2982,2598,low,4,rating,regular,6,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2446,2474,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2371,2358,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
