stimulus,outcome,ISI,ITI,stim3_state,reversal,trial_type,expectedness,trial_since_reversal,sigma_switch,reinforcement_low,reinforcement_high,stim1_pct,stim2_pct,stim3_pct,alpha,no_decisions_per_type,oddball_cutoff
stim2,1,2565,2589,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2415,2634,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2319,2584,high,0,rating,regular,2,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2466,2512,high,0,rating,regular,3,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2247,2644,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,0,2796,2336,high,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2398,2314,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2567,2909,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2491,2435,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2277,2632,high,0,rating,regular,4,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2421,2542,high,0,rating,regular,5,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2266,2676,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2557,2588,high,0,rating,oddball,6,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2626,2539,high,0,rating,regular,7,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2292,2542,high,0,rating,oddball,8,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2420,2347,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2747,2399,high,0,rating,regular,9,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2622,2332,high,0,rating,regular,10,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2509,2499,high,0,rating,regular,11,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2486,2538,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,1,2286,2503,low,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim2_,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2147,2488,high,0,rating,regular,12,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2630,2497,high,0,rating,regular,13,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2544,2213,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,0,2668,2688,high,,rating,oddball,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2537,2487,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2629,2328,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2471,2401,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2916,2465,high,0,rating,regular,14,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2573,2465,high,0,rating,oddball,15,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2178,2438,high,0,rating,regular,16,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
DECISION_stim1_vs_stim2_,,,,,,decision,,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2644,2759,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2325,2703,low,1,rating,regular,1,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,0,2304,2172,low,1,rating,regular,2,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2282,2743,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim2,1,2430,2159,high,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2618,2596,low,1,rating,oddball-early,3,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim1,0,2209,2660,low,,rating,regular,,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
stim3,1,2622,2630,low,1,rating,oddball-early,4,2,0.2,0.8,0.25,0.25,0.5,0.2,4,6
